Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
04.9.1,False,True,188885,European Sculpture and Decorative Arts,Dish,Dish with The Discovery of Achilles,"Italian, Urbino",,,,,Maker|Artist,Probably|After a drawing by,Fontana workshops|Battista Franco,"Italian, Venice ca. 1510–1561 Venice",,"FONTANA WORKSHOPS|Franco, Battista",Italian,1510      ,1561      ,ca. 1555–60,1550,1565,Maiolica (tin-glazed earthenware),Overall (confirmed): 2 3/8 × 17 in. (6 × 43.2 cm),"Rogers Fund, 1904",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/188885,2019-04-27T03:00:45.603Z,Achilles|Horses|Men|Women
04.9.9,False,True,188893,European Sculpture and Decorative Arts,Plate,"Plate depicting scene of Vulcan, Venus and Mars","Italian, Urbino",,,,,Artist|Artist|Artist,Figures painted by|After a painting by|After a print by,Fra Xanto Avelli da Rovigo|Perino del Vaga (Pietro Buonaccorsi)|Giovanni Jacopo Caraglio,"ca. 1486–1582|Italian, Florence 1501–1547 Rome|Italian, Parma or Verona ca. 1500/1505–1565 Krakow (?)",,"Avelli da Rovigo Fra Xanto|Perino del Vaga (Pietro Buonaccorsi)|Caraglio, Giovanni Jacopo",Italian|Italian,1486      |1501      |1500      ,1582      |1547      |1565      ,dated 1542,1542,1542,Maiolica (tin-glazed earthenware),Overall (confirmed): 1 1/8 × 10 5/8 in. (2.9 × 27 cm),"Rogers Fund, 1904",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/188893,2019-05-22T03:00:45.347Z,Mars|Venus|Vulcan|Trees
06.372a,False,True,189012,European Sculpture and Decorative Arts,Platter,Platter (one of a set),"Italian, Florence",,,,,Factory|Decorator|Factory director|Artist,decoration attributed to|after paintings by,Doccia Porcelain Manufactory|Johann Karl Wendelin Anreiter von Zirnfeld|Marchese Carlo Ginori|Jacopo Ligozzi,"Italian, 1737–1896|1702–1747, active 1724/5–46/7|Italian, Verona 1547–1627 Florence",,"Doccia Porcelain Manufactory|Anreiter von Zirnfeld Johann Karl Wendelin|Ginori, Carlo|Ligozzi, Jacopo",Italian|Italian,1737      |1702      |1547      ,1896      |1747      |1627      ,ca. 1745,1740,1750,Hard-paste porcelain,W. 9 1/2 in. (24.1 cm.); L. 12 in. (30.5 cm.),"Rogers Fund, 1906",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/189012,2019-05-22T03:00:45.347Z,Birds|Men|Snakes|Flowers
07.225.251a,False,True,189522,European Sculpture and Decorative Arts,Overdoor ,Dancing children (one of a pair),French,,,,,Artist|Artist,After a composition by,Donatello|French Painter,"Italian, Florence ca. 1386–1466 Florence",,Donatello|French Painter,Italian|French,1386      ,1466      ,1770–90,1770,1790,Oil on canvas,Overall: 17 1/2 × 31 1/8 in. (44.5 × 79.1 cm),"Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189522,2019-02-01T10:50:49.477Z,Children|Dancing
07.225.251b,False,True,189523,European Sculpture and Decorative Arts,Overdoor ,Dancing children (one of a pair),French,,,,,Artist,After a composition by,Donatello,"Italian, Florence ca. 1386–1466 Florence",,Donatello,Italian,1386      ,1466      ,1770–90,1770,1790,Oil on canvas,Overall: 17 3/4 × 31 3/8 in. (45.1 × 79.7 cm),"Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189523,2019-02-01T10:50:49.477Z,Children|Dancing
14.39,False,True,192693,European Sculpture and Decorative Arts,Cassone,Cassone with painted front panel depicting the Conquest of Trebizond,"Italian, Florence",,,,,Maker|Maker,Attributed to workshop of|and workshop of,Apollonio di Giovanni di Tomaso|Marco del Buono Giamberti,"Italian, Florence ca. 1416–1465 Florence|Italian, Florence 1402–1489 Florence",,Apollonio di Giovanni di Tomaso|Marco del Buono Giamberti,Italian|Italian,1416      |1402      ,1465      |1489      ,after ca. 1461,1456,1499,"Poplar wood, linen, polychromed and gilded gesso with panel painted in tempera and gold",H. 39-1/2 x W. 77 x D. 32-7/8 in.  (100.3 x 195.6 x 83.5 cm); Painted surface 15 1/4 x 49 1/2 in. (38.7 x 125.7 cm),"John Stewart Kennedy Fund, 1914",,,,,,,,,,,,Woodwork-Furniture|Paintings,,http://www.metmuseum.org/art/collection/search/192693,2019-08-15T17:33:38.683Z,Battles|Men|Horse Riding|Ships|Chests
18.129.1,False,False,194540,European Sculpture and Decorative Arts,Dish,Dish,"probably Italian, Pesaro",,,,,Artist|Artist|Maker,After a print by|After a painting by|Probably,Marcantonio Raimondi|Raphael (Raffaello Sanzio or Santi)|Ferruccio Mengaroni,"Italian, Argini (?) ca. 1480–before 1534 Bologna (?)|Italian, Urbino 1483–1520 Rome|Italian, 1876–1925",,"Raimondi, Marcantonio|Raphael (Raffaello Sanzio or Santi)|Mengaroni, Ferruccio",Italian|Italian,1475      |1483      |1876      ,1534      |1520      |1925      ,late 19th or early 20th century,1885,1915,Maiolica (tin-glazed earthenware),Overall (confirmed): 2 x 17 3/8 in. (5.1 x 44.1 cm),"Gift of J. Pierpont Morgan, 1918",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/194540,2019-04-27T03:00:45.603Z,Male Nudes|Female Nudes|Horse Riding
19.156,False,True,194565,European Sculpture and Decorative Arts,Plate,Plate,"Chinese, for Continental market",,,,,Artist|Artist,After a print by|After a painting by,Joseph Wagner|Jacopo Amigoni,"Italian, Thalendorf 1706–1780 Venice|Italian, Venice 1682–1752 Madrid",,"Wagner, Joseph|Amigoni, Jacopo",Italian,1706      |1682      ,1780      |1752      ,1750–70,1750,1770,Hard-paste porcelain,Diameter: 9 1/8 in. (23.2 cm),"Rogers Fund, 1919",,,,,,,,,,,,Ceramics-Porcelain-Export,,http://www.metmuseum.org/art/collection/search/194565,2019-05-22T03:00:45.347Z,Buildings|Men|Women|Fishing
20.137.1,False,True,194620,European Sculpture and Decorative Arts,Harpsichord top,Harpsichord top,"Italian, Florence",,,,,Artist,,Il Poccetti,"Italian, Florence 1548–1612 Florence",,Il Poccetti,,1548      ,1612      ,late 16th century,1585,1599,Painted wood,Overall: 18 × 61 1/4 in. (45.7 × 155.6 cm),"Gift of the Executors of the Estate of Robert Maxwell, in the name of Robert Maxwell, 1920",,,,,,,,,,,,Musical instruments|Paintings,,http://www.metmuseum.org/art/collection/search/194620,2019-04-27T03:00:45.603Z,
23.188.1,False,True,195025,European Sculpture and Decorative Arts,Frieze panel,Head of a youth,Italian,,,,,Artist,,North Italian Painter,,", late 15th century",North Italian Painter,Italian,,,late 15th century,1485,1499,Tempera on wood,Overall: 14 1/2 × 20 1/2 in. (36.8 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195025,2019-02-01T10:50:49.477Z,Heads|Men|Profiles
23.188.2,False,True,195026,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 13 × 20 1/2 in. (33 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195026,2019-04-27T03:00:45.603Z,Profiles|Women
23.188.3,False,True,195027,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 14 1/2 × 20 1/2 in. (36.8 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195027,2019-02-01T10:50:49.477Z,Heads|Profiles|Women
23.188.4,False,True,195028,European Sculpture and Decorative Arts,Frieze panel,Head of a man,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 14 3/4 × 20 1/2 in. (37.5 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195028,2019-02-01T10:50:49.477Z,Men|Profiles
23.188.5,False,True,195029,European Sculpture and Decorative Arts,Frieze panel,Head of a girl,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 12 7/8 × 20 1/2 in. (32.7 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195029,2019-02-01T10:50:49.477Z,Heads|Girls|Profiles
23.188.6,False,True,195030,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Oerall: 15 5/8 × 20 1/2 in. (39.7 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195030,2019-02-01T10:50:49.477Z,Profiles|Women
23.188.7,False,True,195031,European Sculpture and Decorative Arts,Frieze panel,Head of a man,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 14 3/4 × 20 1/2 in. (37.5 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195031,2019-02-01T10:50:49.477Z,Men|Profiles
23.188.8,False,True,195032,European Sculpture and Decorative Arts,Frieze panel,Head of a man,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 13 7/8 × 20 1/2 in. (35.2 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195032,2019-02-01T10:50:49.477Z,Men|Profiles
23.188.9,False,True,195033,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,,,,,,,,,,early 16th century,1500,1515,Tempera on wood,Overall: 13 7/8 × 20 1/2 in. (35.2 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195033,2019-02-01T10:50:49.477Z,Profiles|Women
23.188.10,False,True,195034,European Sculpture and Decorative Arts,Frieze panel,Head of a man,Italian,,,,,Artist,,North Italian Painter,,", late 15th century",North Italian Painter,Italian,,,late 15th century,1485,1499,Tempera on wood,Overall: 14 1/4 × 20 1/2 in. (36.2 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195034,2019-02-01T10:50:49.477Z,Men|Profiles
23.188.11,False,True,195035,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,Artist,,North Italian Painter,,", late 15th century",North Italian Painter,Italian,,,late 15th century,1485,1499,Tempera on wood,Overall: 15 7/8 × 20 1/2 in. (40.3 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195035,2019-02-01T10:50:49.477Z,Heads|Profiles|Women
23.188.12,False,True,195036,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,Artist,,North Italian Painter,,", late 15th century",North Italian Painter,Italian,,,late 15th century,1485,1499,Tempera on wood,Overall: 16 × 20 1/2 in. (40.6 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195036,2019-02-01T10:50:49.477Z,Profiles|Women
23.188.13,False,True,195037,European Sculpture and Decorative Arts,Frieze panel,Head of a man,Italian,,,,,Artist,,North Italian Painter,,", late 15th century",North Italian Painter,Italian,,,late 15th century,1485,1499,Tempera on wood,Overall: 16 1/2 × 20 1/2 in. (41.9 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195037,2019-02-01T10:50:49.477Z,Men|Profiles
23.188.14,False,True,195038,European Sculpture and Decorative Arts,Frieze panel,Head of a woman,Italian,,,,,Artist,,North Italian Painter,,", late 15th century",North Italian Painter,Italian,,,late 15th century,1485,1499,Tempera on wood,Overall: 18 1/4 × 20 1/2 in. (46.4 × 52.1 cm),"Gift of Dr. Ernest G. Stillman, 1923",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/195038,2019-02-01T10:50:49.477Z,Profiles|Women
41.190.129,False,True,198950,European Sculpture and Decorative Arts,Cassone ,Cassone (one of a pair),"Italian, probably Florence",,,,,Artist,,Italian (Florentine?) Painter,,", second quarter 15th century",Italian (Florentine?) Painter,Italian,,,second quarter 15th century,1425,1450,"Tempera on lindenwood, molded and gilt ornament",29 1/2 × 62 1/4 × 23 3/4 in. (74.9 × 158.1 × 60.3 cm),"Bequest of George Blumenthal, 1941",,,,,,,,,,,,Woodwork-Furniture|Paintings,,http://www.metmuseum.org/art/collection/search/198950,2019-02-01T10:50:49.477Z,Men|Women|Diana|Dogs|Chests
47.51.1,False,True,199792,European Sculpture and Decorative Arts,Coffeepot,Coffeepot (part of a set),"Russian, St. Petersburg",,,,,Maker|Artist,After a painting by,Johan Henrik Blom|Pietro Rotari,"Finnish, master 1766, died 1805|Italian, Verona 1707–1762 St. Petersburg",,"Blom Johan Henrik|Rotari, Pietro",Finish|Italian,1705      |1707      ,1805      |1762      ,1773,1773,1773,"Silver, parcel gilt, enamel, wood",Height: 10 1/4 in. (26 cm),"Rogers Fund, 1947",,,,,,,,,,,,Metalwork-Silver In Combination,,http://www.metmuseum.org/art/collection/search/199792,2019-02-01T10:50:49.477Z,Men|Portraits|Coffeepots
53.225.8,False,True,201602,European Sculpture and Decorative Arts,Tapestry,"The Festival of Psyche, with Mercury from a set of Mythological Subjects after Giulio Romano","French, Paris",,,,,Manufactory|Maker|Artist|Designer|Artist|Patron,Woven in the|Probably woven in the workshop directed by|Designed after drawings attributed to|Possibly designed by|Cartoon painted by|Commissioned for,"Manufacture Nationale des Gobelins|Jean Jans the Younger|Giulio Romano|Antoine Coypel|René Antoine Houasse|Louis XIV, King of France","French, established 1662|French, 1644–1723|Italian, Rome 1499?–1546 Mantua|French, Paris 1661–1722 Paris|French, Paris 1645–1710 Paris|French, Saint-Germain-en-Laye 1638–1715 Versailles",,"Manufacture Nationale des Gobelins|Jans, Jean, the Younger|Giulio Romano|Coypel, Antoine|Houasse, René Antoine|Louis XIV, King of France",French|French|Italian|French|French|French,1662      |1644      |1499      |1661      |1645      |1638      ,1799      |1723      |1546      |1722      |1710      |1715      ,"designed 1684–86, woven 1689–92",1684,1692,"Wool, silk, metal thread (20-26 warps per inch, 8-12 per cm.)",12 ft. × 18 ft. 4 in. (365.8 × 558.8 cm),"Gift of Julia A. Berwind, 1953",,,,,,,,,,,,Textiles-Tapestries,,http://www.metmuseum.org/art/collection/search/201602,2019-08-22T03:00:43.77Z,Nymphs|Fruit|Grapes|Cupid|Dogs|Psyche|Mercury|Elephants
53.225.10,False,True,201603,European Sculpture and Decorative Arts,Tapestry,Cupid and Psyche Bathing from a set of Mythological Subjects after Giulio Romano,"French, Paris",,,,,Manufactory|Artist|Maker|Designer|Artist|Patron,Woven in the|Cartoon painted by|Woven in the workshop directed by|Probably designed by|Designed after a drawing attributed to|Commissioned for,"Manufacture Nationale des Gobelins|Charles François Poerson|Jean Jans the Younger|Antoine Coypel|Giulio Romano|Louis XIV, King of France","French, established 1662|1653–1725|French, 1644–1723|French, Paris 1661–1722 Paris|Italian, Rome 1499?–1546 Mantua|French, Saint-Germain-en-Laye 1638–1715 Versailles",,"Manufacture Nationale des Gobelins|Poerson Charles François|Jans, Jean, the Younger|Coypel, Antoine|Giulio Romano|Louis XIV, King of France",French|French|French|Italian|French,1662      |1653      |1644      |1661      |1499      |1638      ,1799      |1725      |1723      |1722      |1546      |1715      ,"designed 1684–86, woven 1692–1700",1684,1700,"Wool, silk, metal thread (20-26 warps per inch, 8-12 per cm.)",12 ft. × 14 ft. 3 in. (365.8 × 434.3 cm),"Gift of Julia A. Berwind, 1953",,,,,,,,,,,,Textiles-Tapestries,,http://www.metmuseum.org/art/collection/search/201603,2019-04-04T04:52:49.54Z,Cupid|Psyche|Bathing
