Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
1975.268.39,False,True,39659,Asian Art,Hanging scroll,『東坡笠屐図』|Su Shi (Dongpo) in a Bamboo Hat and Clogs,Japan,Muromachi period (1392–1573),,,,Artist|Artist|Artist|Artist|Artist,Inscribed by|Inscribed by|Inscribed by|Inscribed by|Inscribed by,Kyūen Ryūchin|Kōshi Ehō|Nankō Sōgen|Zuigan Ryūsei|Chikkō Zengo,"Japanese, died 1498|Japanese, 1414–ca.1465|Japanese, 1378–1463|Japanese, 1384–1460|Japanese, died after 1464",,Kyūen Ryūchin|Kōshi Ehō|Nankō Sōgen|Zuigan Ryūsei|Chikkō Zengo,Japanese|Japanese|Japanese|Japanese|Japanese,1414      |1378      |1384      ,1498      |1465      |1463      |1460      |1464      ,before 1460,1392,1459,Hanging scroll; ink on paper,"Image: 42 3/4 x 13 1/8 in. (108.6 x 33.3 cm)
Overall with mounting: 74 1/2 x 17 5/8 in. (189.2 x 44.8 cm)
Overall with rollers: 74 1/2 x 17 5/8 x 19 3/4 in. (189.2 x 44.8 x 50.2 cm)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39659,2019-02-01T10:50:49.477Z,Human Figures|Hats
57.156.6,False,True,39669,Asian Art,Hanging scroll,当麻曼荼羅図|Taima Mandala,Japan,Kamakura period (1185–1333),,,,,,,,,,,,,14th century,1300,1333,"Hanging scroll; ink, color, and gold on silk","Image: 36 1/8 x 28 5/8 in. (91.8 x 72.7 cm)
Overall with mounting: 74 1/2 x 36 3/4 in. (189.2 x 93.3 cm)
Overall with knobs: 74 1/2 x 38 3/8 in. (189.2 x 97.5 cm)","Rogers Fund, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39669,2019-04-02T03:00:47.7Z,Palaces|Bodhisattvas|Dancers|Musicians|Buddhism|Buddha
2019.193.78,False,False,39670,Asian Art,Hanging scroll,,Japan,Edo (1615–1868) or Meiji period (1868–1912),,,,Artist,,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,,1807      ,1891      ,19th century,1807,1891,Hanging scroll; ink and color on silk,59 7/8 x 13 7/8 in. (152.1 x 35.2 cm),"Gift of Florence and Herbert Irving, 2019",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39670,2019-07-23T04:34:55.487Z,
36.100.46,False,True,39725,Asian Art,Hanging scroll,,Japan,Edo period (1615–1868),,,,Artist,,Torii Kiyonaga,"Japanese, 1752–1815",,Torii Kiyonaga,Japanese,1752      ,1815      ,early 19th century,1800,1815,Hanging scroll; ink and color on silk,"Image: 15 3/4 × 23 1/4 in. (40 × 59.1 cm)
Overall with mounting: 51 1/8 × 28 1/4 in. (129.9 × 71.8 cm)
Overall with knobs: 51 1/8 × 30 3/8 in. (129.9 × 77.2 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39725,2019-02-01T10:50:49.477Z,Women|Rivers
1975.268.9,False,True,39933,Asian Art,Hanging scroll,"請雨経曼荼羅図像|Sketch of an ""Inviting Rain"" Mandala",Japan,Heian period (794–1185),,,,,,,,,,,,,12th century,1100,1185,Hanging scroll; ink on paper,"Overall: 59 1/2 x 25 3/4 in. (151.1 x 65.4 cm)
Overall with mounting: 59 1/2 x 27 1/2 in. (151.1 x 69.9 cm)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39933,2019-04-02T03:00:47.7Z,Dragons|Bodhisattvas|Mythical Creatures|Buddhism
29.100.520,False,True,39956,Asian Art,Screen,舞姫図・紅葉蒔絵衝立|Freestanding Screen with Dancer ,Japan,Edo period (1615–1868),,,,,,,,,,,,,17th century,1600,1699,"Ink, color, and gold on gilt paper, mounted on a lacquered screen",20 x 16 15/16 in. (50.8 x 43.1 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/39956,2019-02-01T10:50:49.477Z,Dancers|Screens
36.100.85,False,True,40010,Asian Art,Hanging scroll,,Japan,Edo period (1615–1868),,,,Artist,,Okamoto Toyohiko,1773–1845,,Okamoto Toyohiko,,1773      ,1845      ,19th century,1800,1845,Hanging scroll; ink and color on silk,43 x 16 1/2 in. (109.2 x 41.9 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40010,2019-02-01T10:50:49.477Z,Bees|Monkeys|Trees
14.76.59.1–.102,False,True,40011,Asian Art,Album leaves,葛飾北斎筆 鶏と木材鶏図|Album of Sketches by Katsushika Hokusai and His Disciples,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760      ,1849      ,19th century,1800,1868,Album of ninety-seven leaves; ink and color on paper,Each leaf: 15 1/2 x 10 1/2 in. (39.4 x 26.7 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40011,2019-02-01T10:50:49.477Z,Roosters
12.123.1,False,True,40069,Asian Art,Hanging scroll (one of a pair),簋簅痡萳 樻虎圖   朝鮮 日本 江戶|Tiger,Korea or possibly Japan,,,,,Artist,In the style of,Muqi,"Chinese, active ca. 1250–80",,Muqi,Chinese,1250      ,1280      ,16th or 17th century,1500,1699,Hanging scroll; ink on silk,51 1/4 x 27 1/2 in. (130.2 x 69.9 cm),"Rogers Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40069,2019-03-26T04:44:35.963Z,Tigers|Flowers
12.123.2,False,True,40070,Asian Art,Hanging scroll (one of a pair),簋簅痡萳 樻虎圖   朝鮮 日本 江戶|Dragon,Korea or possibly Japan,,,,,Artist,In the style of,Muqi,"Chinese, active ca. 1250–80",,Muqi,Chinese,1250      ,1280      ,16th or 17th century,1500,1699,Hanging scroll; ink on silk,51 1/2 x 27 1/2 in. (130.8 x 69.9 cm),"Rogers Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40070,2019-03-26T04:44:35.963Z,Dragons
29.100.452,False,True,40072,Asian Art,Hanging scroll,,Japan,Edo period (1615–1868),,,,,,,,,,,,,17th–18th century,1600,1799,Hanging scroll; ink and color on silk,"Image: 10 x 13 in. (25.4 x 33 cm)
Overall with mounting: 42 3/4 x 13 in. (108.6 x 33 cm)
Overall with knobs: 42 3/4 x 20 in. (108.6 x 50.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40072,2019-02-01T10:50:49.477Z,Women|Writing
1975.268.18,False,True,40137,Asian Art,Hanging scroll,文殊菩薩曼荼羅図|Mandala of Monju Bosatsu,Japan,Kamakura period (1185–1333),,,,,,,,,,,,,13th century,1200,1299,Hanging scroll; ink and color on silk,"52 3/4 × 42 3/8 in. (134 × 107.6 cm)
Overall with mounting: 85 1/4 × 51 1/2 in. (216.5 × 130.8 cm)
Overall with knobs: 85 1/4 × 54 in. (216.5 × 137.2 cm)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40137,2019-04-02T03:00:47.7Z,Bodhisattvas|Buddhism|Buddha|Manjushri
08.148.4,False,True,40336,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797      ,1858      ,19th century,1797,1858,Matted painting; ink and color on silk (Ukiyo-e),13 15/16 x 21 7/16 in. (35.4 x 54.5 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40336,2019-02-01T10:50:49.477Z,Waterfalls
08.148.5,False,True,40337,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797      ,1858      ,19th century,1797,1858,Matted painting; ink and color on silk,13 15/16 x 21 7/16 in. (35.4 x 54.4 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40337,2019-02-01T10:50:49.477Z,Beaches|Trees
08.148.6,False,True,40338,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797      ,1858      ,19th century,1797,1858,Matted painting; ink and color on silk,13 15/16 x 21 7/16 in. (35.4 x 54.4 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40338,2019-02-01T10:50:49.477Z,Mountains|Trees
08.148.7,False,True,40339,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797      ,1858      ,19th century,1797,1858,Matted painting; ink and color on silk,13 15/16 x 21 7/16 in. (35.4 x 54.4 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40339,2019-02-01T10:50:49.477Z,Seas|Ships
08.148.8,False,True,40340,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797      ,1858      ,19th century,1797,1858,Matted painting; ink and color on silk,8 1/4 x 12 3/16 in. (21.0 x 30.9 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40340,2019-02-01T10:50:49.477Z,Mountains|Seascapes|Boats
08.148.9,False,True,40341,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,,Utagawa Hiroshige,"Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)",,"Utagawa, Hiroshige",Japanese,1797      ,1858      ,19th century,1797,1858,Matted painting; ink and color on silk,8 1/4 x 12 3/16 in. (20.9 x 31 cm),"Gift of Francis Lathrop, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40341,2019-02-01T10:50:49.477Z,Mountains|Waves|Boats
45.97.3,False,True,40346,Asian Art,Hanging scroll,,Japan,Edo period (1615–1868),,,,,,,,,,,,,18th–19th century,1700,1899,Hanging scroll; ink and color on paper,27 7/16 x 8 1/2 in. (69.7 x 21.6 cm),"Gift of Mrs. Henry J. Bernheim, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40346,2019-02-01T10:50:49.477Z,Women
29.100.526,False,True,40347,Asian Art,Folding fan mounting as a hanging scroll,,Japan,Edo period (1615–1868),,,,Artist,Attributed to,Ogata Kōrin,"Japanese, 1658–1716",,Kōrin,Japanese,1658      ,1716      ,17th–18th century,1658,1716,"Folding fan mounting as a hanging scroll; ink, color, and gold on paper",6 3/4 x 20 3/4 in. (17.2 x 52.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40347,2019-02-01T10:50:49.477Z,Plants
