Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
91.1.744,False,True,444622,Islamic Art,Bookbinding,Bookbinding (Jild-i kitab),,,,,,,,,,,,,,,19th century,1800,1899,Pasteboard; painted and lacquered,"Cover a: H. 5 3/4 in. (14.6 cm)
               W. 3 3/8 in. (8.6 cm)
Cover a (Including spine): H. 5 3/4 in.(14.6 cm)
                                         W. 4 1/8 in. (10.5 cm)
Cover  b: H. 5 3/4 in. (14.6 cm)
               W. 3 1/2 in. (8.9 cm)
Cover b (Including spine): H. 5 3/4 (14.6 cm)
                                         W. 4 1/4 in. (10.8 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/444622,2019-02-28T04:45:31.947Z,Flowers
91.26.14,False,True,444817,Islamic Art,Non-illustrated manuscript,Qur'an Manuscript,,,,,,,,,,,,,,,late 16th–early 17th century,1575,1625,"Opaque watercolor, ink, and gold on paper; gilt-stamped leather",,"Gift of Henry G. Marquand, 1891",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/444817,2019-08-22T03:00:43.77Z,Qur'an
07.310.1,False,True,445222,Islamic Art,Fragment of a bookbinding,Fragment of a Bookbinding (Jild-i kitab),,,,,,,,,,,,,,,17th century,1600,1699,Leather,H.12 1/4 x W.7 3/16 in. (H.31.1 x W.18.3 cm),"Gift of Sir Caspar Purdon Clarke, 1907",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/445222,,
07.310.2,False,True,445223,Islamic Art,Flap of a bookbinding,Flap of a Bookbinding (Jild-i kitab),,,,,,,,,,,,,,,17th century,1600,1699,"Leather; painted,  gilded, and lacquered","H. 11 1/2 in. (29.2 cm)
W. 4 9/16 in. (11.6 cm)","Gift of Sir Caspar Purdon Clarke, 1907",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/445223,2019-02-01T10:50:49.477Z,Utilitarian Objects|Flowers
07.310.3,False,False,445224,Islamic Art,Bookbinding,Bookbinding (Jild-i kitab),,,,,,,,,,,,,,,19th century,1800,1899,Pasteboard; painted and lacquered,"H. 8 7/16 in. (21.4 cm)
W. 5 in. (12.7 cm)","Gift of Sir Caspar Purdon Clarke, 1907",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/445224,2019-02-01T10:50:49.477Z,Utilitarian Objects|Flowers|Leaves
07.310.4,False,False,445225,Islamic Art,Bookbinding,Bookbinding (Jild-i kitab),,,,,,,,,,,,,,,19th century,1800,1899,Pasteboard; painted and lacquered,"H. 8 7/16 in. (21.4 cm)
W. 5 1/8 in. (13 cm)
Including spine: H. 8 7/16 in. (21.4 cm)
                          W. 6 1/4 in. (15.9 cm)","Gift of Sir Caspar Purdon Clarke, 1907",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/445225,2019-02-01T10:50:49.477Z,Books|Flowers|Leaves
08.124.1,False,True,445279,Islamic Art,Bookbinding,Qur'an Bookbinding with Floral Arabesques and an Inscription from the Hadith,,,,,,,,,,,,,,,early 17th century,1600,1625,"Leather; stamped, tooled, and gilded","H. 9 1/2 in. (24.1 cm)
W. 7 3/8 in. (18.7 cm)","Rogers Fund, 1908",Made in,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/445279,2019-02-01T10:50:49.477Z,Arabic
11.6.2,False,True,446153,Islamic Art,Illustrated single work,Seated Man in the Wilderness,,,,,,,,,,,,,,,first half 17th century,1600,1650,Ink and gold on paper,4 in. high 2.50 in. wide (10.2 cm high 6.4 cm wide),"Gift of Tabbagh Frères, 1911",Attributed to,Isfahan,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446153,2019-02-01T10:50:49.477Z,Men
11.6.3,False,True,446154,Islamic Art,Non-illustrated album leaf,Page of Calligraphy,,,,,,,,,,,,,,,17th century,1600,1699,"Opaque watercolor, ink, and gold on paper",6 1/2 x 3 1/4 in. (16.5 x 8.3 cm),"Gift of Tabbagh Frères, 1911",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446154,2019-02-01T10:50:49.477Z,Persian
11.6.4,False,True,446155,Islamic Art,Folio from a non-illustrated manuscript,Darvish,,,,,,Calligrapher,,Abd al-Majid Taleqani,1737–71,,Taleqani,,1712      ,1796      ,18th century,1700,1799,"Opaque watercolor, ink, and gold on paper",4 1/4 x 2 1/16 in.,"Gift of Tabbagh Frères, 1911",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446155,2019-02-01T10:50:49.477Z,Flowers
11.39.1,False,True,446160,Islamic Art,Folio from an illustrated manuscript,Prince in a Garden Courtyard,,,,,,,,,,,,,,,1525–30,1500,1555,"Opaque watercolor, ink, gold, and silver on paper","Painting: H. 8 1/2 in. (21.6 cm)
                 W. 4 3/4 in. (12.1 cm)
Mat:: H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)","Rogers Fund, 1911",Attributed to,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446160,2019-02-01T10:50:49.477Z,Musical Instruments|Gardens|Princes|Men
11.84.14,False,True,446180,Islamic Art,Album leaf,Chastisement of a Pupil,,,,,,Artist,Painting by,Muhammad Qasim,active ca. 1600–d. 1659,,"Qasim, Muhammad",,1575      ,1684      ,dated 114 (A.H. 1014/ A.D. 1605–6),1590,1630,"Ink, watercolor, and gold on paper","Painting: H. 9 3/4 in. (24.8 cm)
                W. 6 5/16 in. (16 cm)
Page: H. 13 5/8 in. (34.6 cm)
           W. 9 in. (22.9 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)
Frame: H. 21 5/8 in. (55 cm)
             W. 16 3/4 in. (42.5 cm)
             D. 1 3/16 in. (3 cm)
","Frederick C. Hewitt Fund, 1911",Attributed to,Mashhad,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446180,2019-08-31T04:41:15.713Z,Men|Students|Punishment
12.223.1,False,True,446265,Islamic Art,Folio from an illustrated manuscript,Princely Hawking Party,,,,,,Artist,Attributed to,Mirza 'Ali,active ca. 1525–75,,"'Ali, Mirza",,1500      ,1599      ,ca. 1570,1545,1595,"Ink, opaque watercolor, and gold on paper","Overall page:  H. 18 7/8 in. (47.9 cm)
                          W. 8 3/16 in. (20.8 cm)
Inner border:  H. 10 1/8 in. (25.7 cm)
                          W. 6 7/16 in. (16.4 cm)
Mat: H. 24 in. (61 cm)
        W. 19 in. (48.3 cm)","Rogers Fund, 1912",Made in,Qazvin or Mashhad,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446265,2019-09-05T04:39:54.57Z,Animals|Birds|Hawks|Boys|Men|Horses
12.223.3,False,True,446267,Islamic Art,Illustrated single work,Reclining Figure,,,,,,,,,,,,,,,1630–40,1605,1665,"Ink, watercolor, and gold on paper","Painting: H. 3 3/4 in. (9.5 cm)
                W. 6 15/16 in. (17.6 cm)
Page: H. 3 3/4 in. (9.5 cm)
           W. 6 15/16 in. (17.6 cm)
Mat: H. 14 1/4 in. (36.2 cm)
        W. 19 1/4 in. (48.9 cm)","Rogers Fund, 1912",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446267,2019-02-01T10:50:49.477Z,Utilitarian Objects|Animals|Women|Leaves|Trees
12.224.3,False,True,446270,Islamic Art,Illustrated album leaf or single work,Seated Youth with a Cup,,,,,,,,,,,,,,,late 16th–early 17th century,1575,1625,"Ink, opaque watercolor, and gold on paper","H. 6 1/4 in. (15.9 cm)
W. 4 in. (10.2 cm)","Rogers Fund, 1912",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446270,2019-02-01T10:50:49.477Z,Boys|Cups
12.224.4,False,True,446271,Islamic Art,Illustrated album leaf or single work,Seated Woman Curling her Hair,,,,,,,,,,,,,,,late 16th–early 17th century,1575,1625,"Ink, opaque watercolor, and gold on paper","H. 6 5/8 in. (16.8 cm)
W. 3 in. (7.6 cm)","Rogers Fund, 1912",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446271,2019-02-01T10:50:49.477Z,Hair|Women
13.160.4,False,True,446292,Islamic Art,Folio from an illustrated manuscript,"""Muslim Pilgrim to Mecca Meets a Brahman on the Road"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",,,,,,Author,,Amir Khusrau Dihlavi,1253–1325,,Amir Khusrau Dihlavi,,1228      ,1350      ,1520–25,1495,1550,"Ink, opaque watercolor, and gold on paper","Painting: H. 8 3/8 in. (21.3 cm)
                 W. 5 1/8 in. (13 cm)
Page: H. 11 3/4 in. (29.8 cm)
           W. 7 3/4 in. (19.7 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)","Rogers Fund, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446292,2019-09-05T04:39:54.57Z,Men|Horse Riding|Camels
13.160.7,False,True,446294,Islamic Art,Folio from an illustrated manuscript,"""A Bull"", Folio from a Dispersed Nuzhatnama-i ‘Ala’i of Shahmardan ibn Abi’l Khayr",,,,,,Author,,Shamardan ibn Abi 'l Khayr,active 11th century,,ibn Abi 'l Khayr Shamardan,,1000      ,1100      ,early 15th century,1400,1425,"Ink, opaque watercolor, and gold on paper","Painting with Text Block: H. 7 1/8 in. (18.1 cm)
                                            W. 4 1/4 in. (10.8 cm)
Page: H. 9 3/4 in. (24.8 cm)
           W. 6 9/16 in. (16.7 cm)
Mat:: H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)","Rogers Fund, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446294,2019-02-01T10:50:49.477Z,Bulls|Flowers
13.160.8,False,True,446295,Islamic Art,Folio from an illustrated manuscript,""" A Lion"", Folio from a Dispersed Nuzhatnama-i ‘Ala’i of Shahmardan ibn Abi’l Khayr",,,,,,Author,,Shamardan ibn Abi 'l Khayr,active 11th century,,ibn Abi 'l Khayr Shamardan,,1000      ,1100      ,early 17th century,1600,1625,"Ink, opaque watercolor, and gold on paper","Page: 3 in. (7.6 cm)
           W. 4 1/8in. (10.5cm)
Mat: H. 14 1/4 in. (36.2 cm)
        W. 19 1/4 in. (48.9 cm)
Frame: H. 16 3/4 in. (42.5 cm)
             W. 21 3/4 in. (55.2 cm)","Rogers Fund, 1913",Attributed to,possibly Qazvin,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446295,2019-02-01T10:50:49.477Z,Lions|Plants
13.160.9,False,True,446296,Islamic Art,Folio from an illustrated manuscript,"""Purple Amaranth and Watermelon"", Folio from a Dispersed Nuzhatnama-i ‘Ala’i of Shahmardan ibn Abi’l Khayr",,,,,,Author,,Shamardan ibn Abi 'l Khayr,active 11th century,,ibn Abi 'l Khayr Shamardan,,1000      ,1100      ,early 15th century,1400,1425,"Ink, opaque watercolor, and gold on paper","Painting: H. 7 1/2 in. (19.1 cm)
                 W. 4 1/4 in. (10.8 cm)
Page: H. 9 5/8 in. (24.4 cm)
           W. 6 5/8 in. (16.8 cm)
Mat:: H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)","Rogers Fund, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446296,2019-02-01T10:50:49.477Z,Fruit|Flowers
13.160.10,True,True,446297,Islamic Art,Illustrated manuscript,Kitab suwar al-kawakib al-thabita (Book of the Images of the Fixed Stars) of al-Sufi,,,,,,Author,,`Abd al-Rahman al-Sufi,"Iranian, Rey 903–986 Shiraz",,Al-Sufi `Abd al-Rahman,Persian,0903      ,0986      ,late 15th century,1475,1499,"Ink and gold on paper; leather binding
","H. 10 3/16 in. (25.8 cm)
W. 7 1/8 in. (18.1 cm)","Rogers Fund, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446297,2019-08-22T03:00:43.77Z,Astronomy
13.172,False,True,446298,Islamic Art,Illustrated single work,Young Man Sewing,,,,,,,,,,,,,,,first half 17th century,1600,1650,Ink on paper,4.87 in. high 3.00 in. wide (12.4 cm high 7.6 cm wide),"Gift of Friedrich Sarre, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446298,2019-02-01T10:50:49.477Z,Men|Sewing
13.228.1,False,True,446539,Islamic Art,Non-illustrated manuscript,Qur'an of Ibrahim Sultan,,,,,,Calligrapher,,Ibrahim Sultan,,,Sultan Ibrahim,,,,dated A.H. 830/A.D. 1427,1402,1452,"Ink, opaque watercolor, and gold on paper; leather binding","H. 8 1/8 in. (20.6 cm) 
W. 5 3/4 in. (14.6 cm)
Spine: 1 7/8 in. (4.8 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,probably Shiraz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446539,2019-08-28T04:41:12.553Z,Arabic|Flowers|Qur'an
13.228.2,False,True,446540,Islamic Art,Non-illustrated manuscript,Qur'an of Ibrahim Sultan,,,,,,Calligrapher,,Ibrahim Sultan,,,Sultan Ibrahim,,,,dated A.H. 830/A.D. 1427,1402,1452,"Ink, opaque watercolor, and gold on paper","H. 8 in. (20.3)
W. 5 1/2 in. (14 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446540,2019-08-28T04:41:12.553Z,Flowers|Qur'an
13.228.3,False,True,446541,Islamic Art,Illustrated manuscript,Khamsa (Quintet) of Nizami,,,,,,Author,,Nizami,1141–1209,,Nizami,,1141      ,1209      ,A.H. 853/A.D. 1449–50,1425,1475,"paper, leather",10 x 6 1/4in. (25.4 x 15.9cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,Shiraz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446541,2019-08-28T04:41:12.553Z,Men|Hunting|Horse Riding
13.228.4,False,True,446542,Islamic Art,Illustrated manuscript,Divan (Collected Works) of Jami,,,,,,Author|Calligrapher,,Maulana Nur al-Din `Abd al-Rahman Jami|`Abd al-Karim al-Khwarazmi,1414–92,,Maulana Nur al-Din `Abd al-Rahman Jami|`Abd al-Karim al-Khwarazmi,,1414      ,1492      ,ca. 1480,1455,1505,"Ink, opaque watercolor, and gold on paper; leather binding",10 x 6in. (25.4 x 15.3cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,Shiraz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446542,2019-08-22T03:00:43.77Z,Animals|Men|Hunting|Horse Riding
13.228.6,False,True,446543,Islamic Art,Illustrated manuscript,Khamsa (Quintet) of Nizami,,,,,,Author,,Nizami,1141–1209,,Nizami,,1141      ,1209      ,1509–10,1484,1535,Leather; tooled and gilded; ink on paper,11 1/2 x 7 in. (29.2 x 17.8 cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,Shiraz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446543,2019-08-28T04:41:12.553Z,Men|Horses
13.228.8.1,False,True,446544,Islamic Art,Illustrated manuscript,Illuminated Double Page of a Yusuf and Zulaikha of Jami,,,,,,Author,,Maulana Nur al-Din `Abd al-Rahman Jami,1414–92,,Maulana Nur al-Din `Abd al-Rahman Jami,,1414      ,1492      ,ca. 1580,1555,1605,"Ink, opaque watercolor, and gold on paper",10 x 5 3/4in. (25.4 x 14.6cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,Shiraz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446544,2019-08-28T04:41:12.553Z,Books
13.228.10.1,False,True,446545,Islamic Art,Illustrated manuscript,Kulliyat (Complete Works) of Sa'di,,,,,,Author,,Sa'di,ca. 1213–1291,,Sa'di,,1213      ,1291      ,19th century,1800,1889,"Ink, watercolor, and gold on paper; binding; dark tan leather with blind-pressed decoration","H. 16 1/4 in. (41.3 cm)
W. 8 1/2 in. (21.6 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446545,2019-08-28T04:41:12.553Z,Books
13.228.11,False,True,446546,Islamic Art,Illustrated manuscript,Shahnama (Book of Kings) of Firdausi,,,,,,Calligrapher|Author,,Shah Muhammad of Sabzavar|Abu'l Qasim Firdausi,935–1020,,Shah Muhammad of Sabzavar|Abu'l Qasim Firdausi,,0935      ,1020      ,17th century,1600,1699,,"H. 15 1/2 in. (39. 4 cm)
W. 11 in. (27.9 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,Isfahan,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446546,2019-08-28T04:41:12.553Z,Books|Men|Women
13.228.12,False,True,446547,Islamic Art,Illustrated manuscript,Masnavi of Jalal-al Din Rumi,,,,,,,,,,,,,,,dated A.H. 894/A.D. 1488–89,1463,1514,"Ink, opaque watercolor, and gold on paper; leather binding",11 1/8 x 7 1/4in. (28.3 x 18.4cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446547,2019-08-28T04:41:12.553Z,Men|Hunting|Horse Riding|Deer|Rabbits
13.228.14,False,True,446548,Islamic Art,Illustrated manuscript,Shahnama (Book of Kings) of Firdausi,,,,,,Author,,Abu'l Qasim Firdausi,935–1020,,Abu'l Qasim Firdausi,,0935      ,1020      ,1475–1675,1450,1699,Leather; tooled and gilded; ink on paper,"H. 18 3/8 in. (46.7 cm_
W. 12 1/2 in. (31.8 cm)
","Gift of Alexander Smith Cochran, 1913",Attributed to,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446548,2019-08-28T04:41:12.553Z,Poetry|Books
13.228.17,False,True,446551,Islamic Art,Illustrated manuscript,Shahnama (Book of Kings) of Firdausi,,,,,,Artist|Calligrapher|Artist|Artist|Artist|Artist|Author|Artist,,Mu’in|Bin Shams ad-Din Sheikh Muhammad|Ali Naqi|Aqa Nuyan|Ghulam Parmak|Fadl Ali|Abu'l Qasim Firdausi|Muhammad Zaman,935–1020|active 1649–1700,,Mu’in|Sheikh Muhammad Bin Shams ad-Din|Naqi Ali|Nuyan Aqa|Parmak Ghulam|Ali Fadl|Abu'l Qasim Firdausi|Muhammad Zaman,,0935      |1649      ,1020      |1700      ,A.H. 1074–79/A.D. 1663–69,1640,1695,"Opaque watercolor, ink, silver and gold on paper","H. 18 1/2 in. (47 cm)
W. 11 1/8 in. (28.2 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,probably Isfahan,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446551,2019-09-05T04:39:54.57Z,Poetry|Books|Kings|Men
13.228.18,False,True,446552,Islamic Art,Illustrated manuscript,Haft Aurang (Seven Thrones) of Jami,,,,,,Author,,Maulana Nur al-Din `Abd al-Rahman Jami,1414–92,,Maulana Nur al-Din `Abd al-Rahman Jami,,1414      ,1492      ,ca. 1570–80,1545,1605,"Ink, opaque watercolor, and gold on paper","11 3/4 x 7 1/4in. (29.8 x 18.4cm)
Mat: 19 1/4 x 14 1/4 in. (48.9 x 36.2 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446552,2019-08-28T04:41:12.553Z,
13.228.19,False,True,446553,Islamic Art,Illustrated manuscript,Anthology of Persian Poetry,,,,,,,,,,,,,,,15th century,1400,1499,"Main support: Ink, opaque watercolor, silver, and gold on paper
Binding: Leather and gold",10 1/2 x 7in. (26.7 x 17.8cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,Shiraz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446553,2019-09-05T04:39:54.57Z,Poetry|Men|Women|Horse Riding
13.228.21.1,False,True,446555,Islamic Art,Illustrated manuscript,Divan (Collected Works) of Mir 'Ali Shir Nava'i,,,,,,Calligrapher,,Qasim 'Ali of Shiraz,,,Qasim 'Ali of Shiraz,,,,1580,1555,1605,"Ink, opaque watercolor, and gold on paper; leather binding",10 3/4 x 7in. (27.3 x 17.8cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446555,2019-08-28T04:41:12.553Z,Books
13.228.23.1,False,True,446557,Islamic Art,Illustrated manuscript,Bustan (Orchard) of Sa'di,,,,,,Author|Calligrapher,,Sa'di|Payandah Muhammad,ca. 1213–1291,,"Sa'di|Muhammad, Payandah",,1213      ,1291      ,17th century,1600,1699,"Ink, opaque watercolor, and gold on paper","H. 9 3/4 in. (24.8 cm)
W. 6 1/2 in. (16.5 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446557,2019-08-28T04:41:12.553Z,
13.228.25,False,True,446559,Islamic Art,Bookbinding,Bookbinding (Jild-i kitab),,,,,,,,,,,,,,,17th century,1600,1699,Leather,15 x 10 3/4 in. (38.1 x 27.3 cm),"Gift of Alexander Smith Cochran, 1913",Attributed to,,,,Iran or Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446559,2019-08-28T04:41:12.553Z,Utilitarian Objects
13.228.34,False,True,446568,Islamic Art,Illustrated single work,Man with Prayer Beads,,,,,,Artist,Painting by,Muhammad `Ali,,,Muhammad `Ali,,,,mid-17th century,1625,1675,"Ink, transparent and opaque watercolor, and gold on paper","H. 4 1/2 in. (11.4 cm)
W. 1 5/8 in. (4.1 cm)","Gift of Alexander Smith Cochran, 1913",Attributed to,Isfahan,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446568,2019-06-21T04:42:54.59Z,Beads|Men|Trees
