Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
83.2.236,False,True,483,American Decorative Arts,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,,,,,1776–1883,1776,1883,Panel,5 3/8 x 4 in. (13.7 x 10.2 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/483,2019-02-01T10:50:49.477Z,Benjamin Franklin|Men|Portraits
83.2.233,False,True,484,American Decorative Arts,Painting,Medallion of Benjamin Franklin,,,,,,,,,,,,,,,1776–1883,1776,1883,Oil on wood,5 3/4 x 4 1/4 in. (14.6 x 10.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/484,2019-07-31T03:00:40.447Z,Benjamin Franklin|Men|Profiles
83.2.222,False,True,485,American Decorative Arts,Painting,Portrait of Benjamin Franklin,,,,,,Artist,Possibly after,H. Sanford,1783–1822,,"Sanford, H.",,1783      ,1822      ,1776–1883,1776,1883,Panel,5 3/8 x 4 1/4 in. (13.7 x 10.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/485,2019-02-01T10:50:49.477Z,Benjamin Franklin|Men|Portraits
83.2.218,False,False,495,American Decorative Arts,"Painting, miniature",Portrait Miniature of Benjamin Franklin,,,,,,Artist,After,Jacques Thouron,,,"Thouron, Jacques",,,9999      ,1776–1883,1776,1883,Ivory,Diam. 2 1/2 in. (6.4 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/495,2019-02-01T10:50:49.477Z,Benjamin Franklin|Portraits
83.2.326b,False,True,904,American Decorative Arts,"Painting, miniature",Portrait Miniature of the Marquis de Lafayette,,,,,,,,,,,,,,,1770–1800,1770,1800,Papier mache,Diam. 3 1/4 in. (8.3 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/904,2019-02-01T10:50:49.477Z,Men|Portraits
83.2.329,False,True,905,American Decorative Arts,Box,Box,,,,,,,,,,,,,,,1800–1883,1800,1883,Tortoiseshell,1 x 3 1/16 x 3 1/16 in. (2.5 x 7.8 x 7.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/905,2019-07-31T03:00:40.447Z,Portraits|Marquis de Lafayette|Men|Profiles
83.2.326a,False,True,2330,American Decorative Arts,"Painting, miniature",Portrait Miniature of the Marquis de Lafayette,,,,,,,,,,,,,,,1770–1800,1770,1800,Papier mache,Diam. 3 1/4 in. (8.3 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/2330,2019-02-01T10:50:49.477Z,Men|Profiles
83.2.103,False,True,3963,American Decorative Arts,Painting,Plaque of George Washington,French,,,,,,,,,,,,,,1800–30,1800,1830,Porcelain,Diam. 2 1/2 in. (6.4 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/3963,2019-03-07T04:45:19.023Z,George Washington|Portraits
83.2.102,False,True,3971,American Decorative Arts,Painting,Portrait of George Washington,,,,,,,,,,,,,,,1800–30,1800,1830,Oil on wood,Diam. 3 3/4 in. (9.5 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/3971,2019-02-01T10:50:49.477Z,George Washington|Portraits
83.2.306,False,True,4970,American Decorative Arts,"Painting, miniature",Portrait Miniature of the Marquis de Lafayette,,,,,,,,,,,,,,,1775–1883,1775,1883,Ivory,1 5/8 x 1 3/8 in. (4.1 x 3.5 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/4970,2019-02-01T10:50:49.477Z,Men|Portraits
83.2.325,False,True,4971,American Decorative Arts,"Painting, miniature",Portrait Miniature of the Marquis de Lafayette,,,,,,,,,,,,,,,1775–1883,1775,1883,Parchment,2 x 1 5/8 in. (5.1 x 4.1 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/4971,2019-02-01T10:50:49.477Z,Men|Profiles
83.2.332,False,True,4972,American Decorative Arts,"Painting, miniature",Portrait Miniature of the Marquis de Lafayette,,,,,,,,,,,,,,,1775–1883,1775,1883,Ivory,2 7/8 x 2 1/2 in. (7.3 x 6.4 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/4972,2019-02-01T10:50:49.477Z,Men|Portraits
83.2.324,False,True,4973,American Decorative Arts,"Painting, miniature",Portrait Miniature of the Marquis de Lafayette,,,,,,,,,,,,,,,1775–1883,1775,1883,Ivory,Diam. 2 3/16 in. (5.6 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/4973,2019-02-01T10:50:49.477Z,Men|Profiles
83.2.328,False,False,7567,American Decorative Arts,"Snuffbox, painting, miniature",Snuffbox,,,,,,Artist,After,Jean-Paul Guerin,,,"Guerin, Jean-Paul",,,9999      ,1800–1883,1800,1883,"Porcelain, tortoiseshell",1 x 3 3/16 x 3 3/16 in. (2.5 x 8.1 x 8.1 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/7567,2019-07-31T03:00:40.447Z,Marquis de Lafayette|Men
83.2.468,False,True,10082,American Decorative Arts,Painting,Benjamin Franklin,American,,,,,Artist|Artist,After,William P. Babcock|Louis de Carmontelle,"1826–1899|French, Paris 1717–1806 Paris",,"Babcock, William P.|Carmontelle, Louis de",French,1826      |1717      ,1899      |1806      ,ca. 1876,1873,1876,Oil on wood,12 1/8 x 8 in. (30.6 x 20.3 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10082,2019-02-01T10:50:49.477Z,Benjamin Franklin|Profiles
83.2.337,False,True,10084,American Decorative Arts,Painting,Portrait of the Marquis de Lafayette,American,,,,,Artist|Artist|Artist,After|After,William P. Babcock|Jules Guerin|Louis Philibert Debucourt,"1826–1899|American, St. Louis, Missouri 1866–1946 Neptune City, New Jersey|French, Paris 1755–1832 Paris",,"Babcock, William P.|Guerin, Jules|Debucourt, Louis Philibert",American|French,1826      |1866      |1755      ,1899      |1946      |1832      ,1850–80,1850,1880,Oil on wood,5 x 5 3/4 in. (12.7 x 14.6 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10084,2019-02-01T10:50:49.477Z,Men|Profiles
12.68,False,False,10607,American Decorative Arts,Painting,The Cloud,American,,,,,Artist,,Léon Dabo,"American (born France), 1868–1960 New York",,"Dabo, Léon","American, born France",1868      ,1960      ,ca. 1907,1904,1910,Oil on canvas,30 x 33 7/8 in. (76.2 x 86 cm),"Rogers Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10607,2019-07-31T03:00:40.447Z,Landscapes|Clouds
95.2.4,False,True,10774,American Decorative Arts,"Painting, miniature",Henry Clay,American,,,,,Artist,,Savinien Edme Dubourjal,1795–1865,,"Dubourjal, Savinien Edme",French,1795      ,1865      ,ca. 1845,1842,1845,Watercolor on ivory,Sight: 3 5/16 x 2 9/16 in. (8.4 x 6.5 cm),"Bequest of Vincenzo Botta, 1895",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10774,2019-06-12T04:48:24.773Z,Portraits
38.146.7,False,True,10948,American Decorative Arts,"Painting, miniature",Self-portrait,American,,,,,Artist,,Thomas Gimbrede,"American (born France), 1781–1832 Westpoint, New York",,"Gimbrede, Thomas","American, born France",1781      ,1832      ,ca. 1805,1805,1805,Watercolor on ivory,3 x 2 7/16 in. (7.6 x 6.2 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10948,2019-02-01T10:50:49.477Z,Men|Self-portraits
95.14.101,False,True,11772,American Decorative Arts,"Painting, miniature",Mrs. Phineas Miller (Catherine Littlefield),American,,,,,Artist,,Joseph-Pierre Picot de Limoelan de Cloriviere,"Broons, France 1768–1826 Washington, D.C.",,"Picot, de Limoelan de Cloriviere Joseph-Pierre",,1768      ,1826      ,1806,1806,1806,Watercolor on ivory,Sight: 2 1/2 x 2 1/16 in. (6.4 x 5.2 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888–95",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11772,2019-02-01T10:50:49.477Z,Portraits|Women
25.106.12,False,True,11773,American Decorative Arts,"Painting, miniature",Portrait of a Lady,American,,,,,Artist,,Joseph-Pierre Picot de Limoelan de Cloriviere,"Broons, France 1768–1826 Washington, D.C.",,"Picot, de Limoelan de Cloriviere Joseph-Pierre",,1768      ,1826      ,ca. 1808,1803,1813,Watercolor on ivory,2 5/8 x 2 1/8 in. (6.7 x 5.4 cm),"Gift of Mrs. Louis V. Bell, in memory of her husband, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11773,2019-02-01T10:50:49.477Z,Portraits|Women
46.67.83,False,True,11774,American Decorative Arts,Painting,Landscape,American,,,,,Artist,Follower of,Jean Pillement,"French, Lyons 1728–1808 Lyons",,"Pillement, Jean",French,1728      ,1808      ,1800–1830,1800,1830,Oil on canvas,25 x 37 in. (63.5 x 94 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11774,2019-02-01T10:50:49.477Z,Houses|Landscapes|Trees
24.80.534,False,False,12684,American Decorative Arts,"Painting, miniature",George Washington,French,,,,,Artist,After,Gilbert Stuart,"American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts",,"Stuart, Gilbert",American,1755      ,1828      ,ca. 1920,1920,1920,Watercolor on ivory,Sight: 3 5/16 x 2 1/2 in. (8.4 x 6.4 cm),"Bequest of Mary Clark Thompson, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12684,2019-02-01T10:50:49.477Z,George Washington|Portraits
2006.235.308,False,True,15009,American Decorative Arts,"Painting, miniature",Portrait of a Lady,French,,,,,Former Attribution,Formerly attributed to,David Boudon,1748–ca. 1816,,"Boudon, David",Swiss,1748      ,1816      ,,1748,1816,Watercolor on ivory,2 1/2 x 2 1/2 in. (6.3 x 6.3 cm),"Gift of Gloria Manney, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15009,2019-02-01T10:50:49.477Z,Portraits|Women
2006.235.64,False,True,15021,American Decorative Arts,"Painting, miniature",Benjamin Franklin,French,,,,,,,,,,,,,,1785,1785,1785,Enameled copper,3 1/8 x 2 1/2 in. (8 x 6.4 cm),"Gift of Gloria Manney, 2006",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15021,2019-02-01T10:50:49.477Z,Benjamin Franklin|Portraits
2006.235.63,False,True,15022,American Decorative Arts,"Painting, miniature",Benjamin Franklin,French,,,,,Artist,,Dulieu du Chenevoux,,,"du Chenevoux, Dulieu",,,,1785,1785,1785,Enameled copper,3 1/4 x 2 11/16 in. (8.2 x 6.8 cm),"Gift of Gloria Manney, 2006",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15022,2019-02-01T10:50:49.477Z,Benjamin Franklin|Portraits
2006.235.31,False,True,15025,American Decorative Arts,"Painting, miniature",Portrait of a Lady,American,,,,,Artist,,Louis Antoine Collas,"French, Bordeaux ca. 1775–after 1828",,"Collas, Louis Antoine",French,1770      ,1828      ,1816,1816,1816,Watercolor on ivory,2 3/4 x 2 3/16 in. (7 x 5.5 cm),"Dale T. Johnson Fund, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15025,2019-02-01T10:50:49.477Z,Portraits|Women
2006.235.313,False,True,15056,American Decorative Arts,"Painting, miniature",Benjamin Franklin,French,,,,,Artist,After,Joseph Siffred Duplessis,"French, Carpentras 1725–1802 Versailles",,"Duplessis, Joseph Siffred",French,1725      ,1802      ,1794,1794,1794,Watercolor on vellum,3 1/8 x 2 7/16 in. (8 x 6.2 cm),"Gift of Gloria Manney, 2006",Made in,,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15056,2019-02-01T10:50:49.477Z,Benjamin Franklin|Portraits
2006.235.314,False,True,15057,American Decorative Arts,"Painting, miniature",Portrait of a Lady,French,,,,,,,,,,,,,,ca. 1790,1785,1795,Watercolor on ivory,2 1/2 x 2 1/2 in. (6.4 x 6.4 cm),"Gift of Gloria Manney, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15057,2019-07-31T03:00:40.447Z,Portraits|Women
2006.235.84,False,True,15082,American Decorative Arts,"Painting, miniature",Gouverneur Morris,American,,,,,Artist,,Pierre Henri,Paris ca. 1760–1822 New York,,"Henri, Pierre",French,1760      ,1822      ,1798,1798,1798,Watercolor on ivory,"Ivory: 2 3/4 x 2 1/8 in. (7 x 5.4 cm)
Framed: 5 x 4 1/4 in. (12.7 x 10.8cm)","Dale T. Johnson Fund, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15082,2019-02-01T10:50:49.477Z,Men|Portraits
2006.235.152,False,True,15154,American Decorative Arts,"Painting, miniature",Portrait of a Girl,American,,,,,Artist,,Philippe Abraham Peticolas,1760–1841,,"Peticolas, Philippe Abraham",French,1760      ,1841      ,1797,1797,1797,Watercolor on ivory,2 11/16 x 2 3/16 in. (6.9 x 5.5 cm),"Dale T. Johnson Fund, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15154,2019-07-31T03:00:40.447Z,Girls|Portraits
2006.235.317,False,True,15278,American Decorative Arts,"Painting, miniature",Abraham Bickley,British,,,,,,,,,,,,,,ca. 1805–10,1805,1810,Watercolor on ivory,2 13/16 x 2 3/16 in. (7.1 x 5.6 cm),"Fletcher Fund, 2006",Possibly made in|Possibly made in,,,,France|England,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15278,2019-07-26T03:00:41.71Z,Men|Portraits
1997.520,False,True,15987,American Decorative Arts,"Painting, miniature",Eugenie Simon,American,,,,,Artist,,Louis Antoine Collas,"French, Bordeaux ca. 1775–after 1828",,"Collas, Louis Antoine",French,1770      ,1828      ,1827,1827,1827,Watercolor on ivory,3 1/8 x 2 1/2 in. (7.9 x 6.3 cm),"Purchase, The Honorable and Mrs. Max N. Berry Gift, 1997",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/15987,2019-06-12T04:48:24.773Z,Portraits|Women
2000.25,False,True,16684,American Decorative Arts,"Painting, miniature",The Artist's Family,American,,,,,Artist,,Pierre Henri,Paris ca. 1760–1822 New York,,"Henri, Pierre",French,1760      ,1822      ,ca. 1800,1800,1800,Watercolor on ivory,2 3/4 x 3 3/8 in. (7 x 8.6 cm),"Purchase, Martha J. Fleischman Gift, in memory of Keren-Or Bernbaum, 2000",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/16684,2019-06-10T15:27:35.13Z,Girls|Men|Portraits|Women|Family
2001.95,False,True,16907,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman and His Daughter,American,,,,,Artist,,Francois M. Guyol de Guiran,1773/77–1849,,"Guyol, de Guiran Francois M.",French,1773      ,1849      ,ca. 1805,1805,1805,Watercolor on ivory and painted paper,3 1/2 x 4 9/16 in. (8.9 x 11.6 cm),"Purchase, Gift of The Chester Dale Collection, by exchange, 2001",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/16907,2019-02-01T10:50:49.477Z,Girls|Portraits|Fathers
2004.109,False,True,17783,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Philippe Abraham Peticolas,1760–1841,,"Peticolas, Philippe Abraham",French,1760      ,1841      ,1798,1798,1798,Watercolor on ivory,Oval: 2 7/8 in. H  x 2 5/16 in.  W (7.3 cm x 5.86 cm),"Dale T. Johnson Fund, 2004",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/17783,2019-02-01T10:50:49.477Z,Men|Portraits
29.158.761,False,True,34025,Arms and Armor,Tomb slab,Tomb Effigy of Jacquelin de Ferrière,North French,,,,,,,,,,,,,,ca. 1275–1300,1250,1325,"Limestone, wood","overall, with frame: H. 73 3/4 in. (187.3 cm); W. 24 5/8 in. (62.5 cm); D. 5 in. (12.7 cm)","Bashford Dean Memorial Collection, Funds from various donors, 1929",,,,,,,,,,,,Miscellaneous-Paintings & Portraits,,http://www.metmuseum.org/art/collection/search/34025,2019-08-13T14:03:09.47Z,Men
02.6.30,False,True,188590,European Sculpture and Decorative Arts,Mug,Mug,"British, Worcester",,,,,Factory|Engraver|Artist,After a painting by,Worcester factory|Robert Hancock|Antoine Pesne,"British, 1751–2008|British, Burslem 1730–1817 Bristol|French, Paris 1683–1757 Berlin",,"Worcester factory|Hancock Robert|Pesne, Antoine",British|French,1751      |1730      |1683      ,2008      |1817      |1757      ,1757,1757,1757,Soft-paste porcelain,Height: 4 1/2 in. (11.4 cm),"Gift of Alfred Duane Pell, 1902",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/188590,2019-04-27T03:00:45.603Z,Kings|Portraits|Angels
"06.1333a, b",False,True,189163,European Sculpture and Decorative Arts,Group,Amintas Freeing Sylvia,"German, Höchst",,,,,Factory|Modeler|Artist|Artist,After a painting by|After a print by,Höchst Manufactory|Johann Peter Melchior|François Boucher|René Gaillard,"German, 1746–1796|German, 1742/47–1825|French, Paris 1703–1770 Paris|French, ca. 1719–1790 Paris",,"Höchst Manufactory|Melchior, Johann Peter|Boucher, François|Gaillard, René",French|French,1746      |1742      |1703      |1714      ,1796      |1825      |1770      |1790      ,ca. 1770,1765,1775,Hard-paste porcelain,"Overall, without base (confirmed): 10 5/16 x 14 1/4 x 7 in. (26.2 x 36.2 x 17.8 cm)","Gift of Jacques Seligmann, 1905",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/189163,2019-02-01T10:50:49.477Z,Sculpture|Women|Female Nudes
07.225.15,False,True,189305,European Sculpture and Decorative Arts,Pier mirror,Pier mirror (trumeau de glace),French,,,,,Artist,Painting in the manner of,Nicolas Lancret,"French, Paris 1690–1743 Paris",,"Lancret, Nicolas",French,1690      ,1743      ,18th century,1700,1799,Oak,110 × 36 in. (279.4 × 91.4 cm),"Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Woodwork,,http://www.metmuseum.org/art/collection/search/189305,2019-02-01T10:50:49.477Z,Men|Flutes|Mirrors
07.225.136a,False,True,189413,European Sculpture and Decorative Arts,Overdoor ,Astronomy (one of a pair),French,,,,,,,,,,,,,,1770–90,1770,1790,Oil on canvas; frame: wood,"Diameter: 38 1/4 in. (97.2 cm);
Framed: 44 1/2 in. (113 cm)","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189413,2019-04-27T03:00:45.603Z,Putti|Globes
07.225.136b,False,True,189414,European Sculpture and Decorative Arts,Overdoor ,Mathematics (one of a pair),French,,,,,,,,,,,,,,1770–90,1770,1790,Oil on canvas; frame: wood,"Diameter: 38 1/4 in. (97.2 cm);
Framed: 51 3/4 in. (131.4 cm)","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189414,2019-02-01T10:50:49.477Z,Children|Mathematics
07.225.155a,False,True,189432,European Sculpture and Decorative Arts,Overdoor,Woman in a straw hat (one of a set),French,,,,,Maker|Artist,Oval frame by,Jacques Charles Denis Chartier|French Painter,"French, master 1760, d. before 1782",", ca. 1775","Chartier, Jacques Charles Denis|French Painter",French|French,1682      ,1782      ,1770–90,1770,1790,Oil on canvas,"Overall (sight, oval): 26 × 19 1/2 in. (66 × 49.5 cm)","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189432,2019-05-22T03:00:45.347Z,Women
07.225.155b,False,True,189433,European Sculpture and Decorative Arts,Overdoor ,Woman with a dog (one of a set),French,,,,,Artist,,French Painter,,", ca. 1775",French Painter,French,,,1770–90,1770,1790,Oil on canvas,"Overall (sight, oval): 25 5/8 × 18 7/8 in. (65.1 × 47.9 cm)","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189433,2019-02-01T10:50:49.477Z,Profiles|Women|Dogs|Flowers
07.225.155c,False,True,189434,European Sculpture and Decorative Arts,Overdoor,Woman with a rose (one of a set),French,,,,,Artist,,French Painter,,", ca. 1775",French Painter,French,,,1770–90,1770,1790,Oil on canvas,"Overall (sight, oval): 25 5/8 × 19 in. (65.1 × 48.3 cm)","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189434,2019-02-01T10:50:49.477Z,Portraits|Women|Roses|Leaves
"07.225.157a, b",False,True,189436,European Sculpture and Decorative Arts,Overdoor,Allegorical subject,French,,,,,Artist,,French Painter,,", first quarter 18th century",French Painter,French,,,early 18th century,1700,1715,Oil on canvas; oak enframement,"Overall (enframement, confirmed): 46 5/8 × 63 × 4 3/4 in. (118.4 × 160 × 12.1 cm);
Overall (canvas, irregular confirmed): 33 3/4 × 52 1/2 in. (85.7 × 133.4 cm)","Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189436,2019-04-27T03:00:45.603Z,Allegory|Female Nudes|Flowers
07.225.251a,False,True,189522,European Sculpture and Decorative Arts,Overdoor ,Dancing children (one of a pair),French,,,,,Artist|Artist,After a composition by,Donatello|French Painter,"Italian, Florence ca. 1386–1466 Florence",,Donatello|French Painter,Italian|French,1386      ,1466      ,1770–90,1770,1790,Oil on canvas,Overall: 17 1/2 × 31 1/8 in. (44.5 × 79.1 cm),"Gift of J. Pierpont Morgan, 1906",,,,,,,,,,,,Paintings-Decorative,,http://www.metmuseum.org/art/collection/search/189522,2019-02-01T10:50:49.477Z,Children|Dancing
