Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
27.134,False,True,10592,American Decorative Arts,"Painting, miniature",The Bracelet,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,1835,1835,1835,Watercolor on ivory,6 13/16 x 5 3/8 in. (17.3 x 13.7 cm),"Gift of Mrs. Richard B. Hartshorne, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10592,2019-07-31T03:00:40.447Z,Portraits|Women
23.80.83,False,True,10593,American Decorative Arts,"Painting, miniature",Mrs. Thomas Streatfield Clarkson (Elizabeth Van Horne),American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,ca. 1844,1841,1844,Watercolor on ivory,3 7/8 x 3 in. (9.8 x 7.6 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10593,2019-02-01T10:50:49.477Z,Portraits|Women
27.216,False,True,10596,American Decorative Arts,"Painting, miniature",Gustavus Adolphus Rollins,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,ca. 1835,1832,1835,Watercolor on ivory,Sight: 2 7/8 x 2 3/8 in. (7.3 x 6 cm),"Gift of E. A. Rollins, through his son, A. C. Rollins, 1933",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10596,2019-06-12T04:48:24.773Z,Men|Portraits
23.80.84,False,True,10597,American Decorative Arts,"Painting, miniature",Levinus Clarkson,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,1845,1845,1845,Watercolor on ivory,Sight: 2 3/8 x 2 in. (6 x 5.1 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10597,2019-02-01T10:50:49.477Z,Men|Portraits
43.39,False,True,10598,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,ca. 1835,1832,1835,Watercolor on ivory,2 9/16 x 2 in. (6.5 x 5.1 cm),"Gift of Florence Brevoort Kane, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10598,2019-02-01T10:50:49.477Z,Men|Portraits
28.148.1,False,True,10600,American Decorative Arts,"Painting, miniature, necklace",A Mother's Pearls,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,1841,1841,1841,Watercolor on ivory,"17 1/2 in. (44.5 cm)
28.148.1: 1 3/16 x 1 in. (3 x 2.6 cm)
28.148.2: 1 3/8 x 1 3/16 in. (3.5 x 3 cm)
28.148.3: 1 9/16 x 1 3/8 in. (4 x 3.5 cm)
28.148.4: 1 3/4 x 1 9/16 in. (4.5 x 4 cm)
28.148.5: 1 x 7/8 in. (2.5 x 2.2 cm)
28.148.6: 1 3/4 x 1 9/16 in. (4.5 x 4 cm)
28.148.7: 1 9/16 x 1 3/8 in. (4 x 3.5 cm)
28.148.8: 1 3/8 x 1 3/16 in. (3.5 x 3 cm)
28.148.9: 1 3/16 x 1 1/8 in. (3 x 2.8 cm)","Gift of Mrs. Richard B. Hartshorne and Miss Fanny S. Cummings, 1928",Made in,New York,,,United States,,,,,,,Paintings|Jewelry,,http://www.metmuseum.org/art/collection/search/10600,2019-07-31T03:00:40.447Z,Boys|Girls|Men|Women|Portraits
31.51,False,True,10881,American Decorative Arts,"Painting, miniature",Sharp Delany,American,,,,,Artist,,Robert Field,"American (born England), Gloucestershire ca. 1769–1819 Kingston, Jamaica",,"Field, Robert","American, born England",1764      ,1819      ,1799,1799,1799,Watercolor on ivory,2 7/8 x 2 5/16 in. (7.3 x 5.9 cm),"Maria DeWitt Jesup Fund, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10881,2019-02-01T10:50:49.477Z,Men|Portraits
24.109.90,False,True,10882,American Decorative Arts,"Painting, miniature",George Washington,American,,,,,Artist,,Robert Field,"American (born England), Gloucestershire ca. 1769–1819 Kingston, Jamaica",,"Field, Robert","American, born England",1764      ,1819      ,ca. 1800,1797,1800,Watercolor on ivory,3 1/8 x 2 7/16 in. (7.9 x 6.2 cm),"Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10882,2019-02-01T10:50:49.477Z,George Washington|Portraits
24.109.91,False,True,10884,American Decorative Arts,"Painting, miniature",Robert Gilmor Sr.,American,,,,,Artist,,Robert Field,"American (born England), Gloucestershire ca. 1769–1819 Kingston, Jamaica",,"Field, Robert","American, born England",1764      ,1819      ,1804,1804,1804,Watercolor on ivory,3 1/2 x 2 3/4 in. (8.9 x 7 cm),"Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10884,2019-02-01T10:50:49.477Z,Men|Portraits
39.141,False,True,10885,American Decorative Arts,"Painting, miniature",Robert Stuart,American,,,,,Artist,,Robert Field,"American (born England), Gloucestershire ca. 1769–1819 Kingston, Jamaica",,"Field, Robert","American, born England",1764      ,1819      ,1804,1804,1804,Watercolor on ivory,2 7/8 x 2 5/16 in. (7.3 x 5.9 cm),"Fletcher Fund, 1939",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10885,2019-07-31T03:00:40.447Z,Men|Portraits
46.169,False,True,10886,American Decorative Arts,"Painting, miniature",Sarah Louisa Jenkins,American,,,,,Artist,,Robert Field,"American (born England), Gloucestershire ca. 1769–1819 Kingston, Jamaica",,"Field, Robert","American, born England",1764      ,1819      ,1804,1804,1804,Watercolor on ivory,Sight: 3 1/4 x 2 5/8 in. (8.3 x 6.7 cm),"Rogers Fund, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10886,2019-02-01T10:50:49.477Z,Portraits|Women
27.249,False,True,10907,American Decorative Arts,"Painting, miniature",Portrait of a Lady,British,,,,,Artist,,George Freeman,1789–1868,,"Freeman, George",,1789      ,1868      ,ca. 1825,1847,1850,Watercolor on ivory,3 7/8 x 2 7/8 in. (9.8 x 7.3 cm),"Rogers Fund, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10907,2019-02-01T10:50:49.477Z,Portraits|Women
17.160,False,True,10919,American Decorative Arts,Painting,Christopher Colles,American,,,,,Artist|Artist,After,James Frothingham|John Wesley Jarvis,"1786–1864|American (born England), South Shield 1780–1840 New York",,"Frothingham, James|Jarvis, John Wesley","American, born England",1786      |1780      ,1864      |1840      ,ca. 1812–16,1809,1816,Oil on canvas,30 3/8 x 25 1/2 in. (77.2 x 64.8 cm),"Gift of Dr. Christopher J. Colles, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10919,2019-02-01T10:50:49.477Z,Men|Portraits
54.90.32,False,True,11042,American Decorative Arts,Painting,View of the Bay and City of New York from Weehawken,American,,,,,Artist,,Robert Havell Jr.,"American (born England), Reading 1793–1878 Tarrytown, New York",,"Havell, Robert, Jr.","American, born England",1793      ,1878      ,1840,1840,1840,Oil on canvas,24 x 33 in. (61 x 83.8 cm),"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954",Made in,,,,United States,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11042,2019-02-01T10:50:49.477Z,Seas|Landscapes|Trees
1971.245,False,True,11101,American Decorative Arts,Painting,View of Yosemite Valley,American,,,,,Artist,,Thomas Hill,"American (born England), Birmingham 1829–1908 Raymond, California",,"Hill, Thomas","American, born England",1829      ,1908      ,1885,1885,1885,Oil on canvas,36 1/4 x 54 1/4 in. (92.1 x 137.8 cm),"Gift of Dr. and Mrs. Harold W. Lovell, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11101,2019-02-01T10:50:49.477Z,Rivers|Hills
81.16,False,True,11240,American Decorative Arts,Painting,Alexander Anderson,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,1815,1815,1815,Oil on canvas,34 x 27 in. (86.4 x 68.6 cm),"Gift of Robert Hoe Jr., 1881",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11240,2019-02-01T10:50:49.477Z,Men|Portraits
75.8,False,True,11241,American Decorative Arts,Painting,Augustus Washington Clason,American,,,,,Artist,Attributed to,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,ca. 1820,1817,1820,Oil on canvas,29 15/16 x 25 in. (76 x 63.5 cm),"Gift of Augustus Wood Clason, 1875",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11241,2019-02-01T10:50:49.477Z,Men|Portraits
1985.141.5,False,True,11242,American Decorative Arts,"Painting, miniature",Elizabeth Freeman Duran,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,ca. 1815,1812,1815,Watercolor on ivory,3 1/8 x 2 7/16 in. (7.9 x 6.2 cm),"Purchase, Bequest of May Blackstone Huntington, by exchange, 1985",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11242,2019-02-01T10:50:49.477Z,Portraits|Women
64.8,False,True,11243,American Decorative Arts,Painting,General Andrew Jackson,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,ca. 1819,1816,1819,Oil on canvas,48 1/2 x 36 in. (123.2 x 91.4 cm),"Harris Brisbane Dick Fund, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11243,2019-02-01T10:50:49.477Z,Portraits|Generals
33.73,False,True,11244,American Decorative Arts,"Painting, miniature",Mr. Cook,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,1810,1810,1810,Watercolor on ivory,Sight: 2 7/8 x 2 1/4 in. (7.3 x 5.7 cm),"Fletcher Fund, 1933",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11244,2019-02-01T10:50:49.477Z,Men|Portraits
62.183.1,False,True,11247,American Decorative Arts,Painting,Mrs. William Thomas,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,ca. 1813,1810,1813,Oil on canvas,34 1/8 x 27 1/8 in. (86.5 x 68.7 cm),"Bequest of Kate d'A. Bonner, 1962",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11247,2019-02-01T10:50:49.477Z,Portraits|Women
95.14.80,False,True,11248,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,1809,1809,1809,Watercolor on ivory,3 x 2 3/8 in. (7.6 x 6 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11248,2019-02-01T10:50:49.477Z,Men|Portraits
69.22.2,False,True,11249,American Decorative Arts,Painting,Mrs. Robert Dickey (Anne Brown),American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,1807–10,1807,1810,Oil on wood,34 1/2 x 27 11/16 in. (87.6 x 70.3 cm),"Bequests of Oliver Burr Jennings and George D. Pratt, by exchange, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11249,2019-02-01T10:50:49.477Z,Portraits|Women
69.22.1,False,True,11250,American Decorative Arts,Painting,Robert Dickey,American,,,,,Artist,,John Wesley Jarvis,"American (born England), South Shield 1780–1840 New York",,"Jarvis, John Wesley","American, born England",1780      ,1840      ,1807–10,1807,1810,Oil on wood,34 1/2 x 27 5/8 in. (87.6 x 70.2 cm),"Bequests of Oliver Burr Jennings and George D. Pratt, by exchange, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11250,2019-02-01T10:50:49.477Z,Portraits
64.198.6,False,True,11597,American Decorative Arts,Painting,Marine,American,,,,,Artist,,Edward Moran,"American, Bolton, England 1829–1901 New York",,"Moran, Edward",American born Britain,1829      ,1901      ,ca. 1871,1868,1871,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Bequest of Emily Buch, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11597,2019-02-01T10:50:49.477Z,Men|Seas|Boats
64.198.5,False,False,11598,American Decorative Arts,Painting,Lake Como,American,,,,,Artist,,Thomas Moran,"American (born England), Bolton, Lancashire 1837–1926 Santa Barbara, California",,"Moran, Thomas","American, born England",1837      ,1926      ,1867,1867,1867,Oil on canvas,40 x 34 1/2 in. (103.5 x 87.6 cm),"Bequest of Emily Buch, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11598,2019-02-01T10:50:49.477Z,Horse Riding|Lakes|Mountains|Landscapes|Trees
39.47.2,False,False,11600,American Decorative Arts,Painting,The Teton Range,American,,,,,Artist,,Thomas Moran,"American (born England), Bolton, Lancashire 1837–1926 Santa Barbara, California",,"Moran, Thomas","American, born England",1837      ,1926      ,1897,1897,1897,Oil on canvas,30 x 45 in. (76.2 x 114.3 cm),"Bequest of Moses Tanenbaum, 1937",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11600,2019-07-31T03:00:40.447Z,Landscapes|Mountains
09.14,False,True,12569,American Decorative Arts,Painting,The Deluge towards Its Close,American,,,,,Artist|Former Attribution,,Joshua Shaw|Washington Allston,"American (born England), Bellingborough, Lincolnshire 1776–1861 Bordentown, New Jersey|American, Georgetown, South Carolina 1779–1843 Cambridgeport, Massachusetts",,"Shaw, Joshua|Allston, Washington","American, born England|American",1776      |1779      ,1861      |1843      ,ca. 1813,1810,1816,Oil on canvas,48 1/4 x 66 in. (122.6 x 167.6 cm),"Gift of William Merritt Chase, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12569,2019-02-01T10:50:49.477Z,Snakes|Floods|Death
33.51,False,False,12639,American Decorative Arts,Painting,"Celery, Cock, and Bowl",American,,,,,Artist,,Albert Sterner,"American (born England), London 1863–1946 New York",,"Sterner, Albert","American, born England",1863      ,1946      ,1933,1933,1933,Oil on canvas,25 x 30 1/4 in. (63.5 x 76.8 cm),"Arthur Hoppock Hearn Fund, 1933",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12639,2019-07-26T03:00:41.71Z,Roosters|Still Life
1970.118,False,True,12700,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Thomas Seir Cummings,"American (born England), Bath 1804–1894 Hackensack, New Jersey",,"Cummings, Thomas Seir","American, born England",1804      ,1894      ,ca. 1840,1835,1845,Watercolor on ivory,3 7/8 x 3 1/8 in. (9.8 x 7.9 cm),"Purchase, Bequest of Charles Allen Munn, by exchange, Fosburgh Fund Inc. Gift, and Rogers Fund, 1970",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12700,2019-02-01T10:50:49.477Z,Men|Portraits
63.200.6,False,True,12768,American Decorative Arts,Painting,Deer—Sketch from Nature,American,,,,,Artist,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,ca. 1882,1879,1882,Oil on canvas,11 1/2 x 14 in. (29.2 x 35.6 cm),"Gift of Mrs. Darwin S. Morse, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12768,2019-02-01T10:50:49.477Z,Deer
63.200.7,False,True,12769,American Decorative Arts,Painting,Doe and Two Fawns,American,,,,,Artist,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,1882,1882,1882,Oil on academy board,10 x 14 in. (25.4 x 35.6 cm),"Gift of Mrs. Darwin S. Morse, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12769,2019-02-01T10:50:49.477Z,Deer
1979.490.6,False,True,12770,American Decorative Arts,Painting,On Point,American,,,,,Artist,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,1874,1874,1874,Oil on wood,10 x 13 3/4 in. (25.4 x 34.3 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12770,2019-02-01T10:50:49.477Z,Birds|Dogs
1979.490.8,False,True,12771,American Decorative Arts,Painting,"On the Qui Vive, Buck and Three Does",American,,,,,Artist,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,1871,1871,1871,Oil on wood,13 x 16 in. (32.1 x 40.6 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12771,2019-07-31T03:00:40.447Z,Ducks|Deer
1979.490.7,False,True,12772,American Decorative Arts,Painting,Rabbits on a Log,American,,,,,Artist,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,1897,1897,1897,Oil on canvas,10 x 12 in. (25.4 x 30.8 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12772,2019-02-01T10:50:49.477Z,Rabbits|Flowers|Plants
24.109.113,False,True,12873,American Decorative Arts,Painting,Commodore Hopkins,,,,,,,,,,,,,,,1776,1776,1776,Oil on glass,Dimensions unavailable,"Bequest of Charles Allen Munn, 1924",Made in,,,,England,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12873,2019-07-31T03:00:40.447Z,Portraits|Men|Ships
24.109.115,False,True,12895,American Decorative Arts,Painting,George Washington,,,,,,,,,,,,,,,1797,1797,1797,Oil on glass,Dimensions unavailable,"Bequest of Charles Allen Munn, 1924",Made in,,,,England,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12895,2019-02-01T10:50:49.477Z,George Washington|Portraits
24.109.114,False,True,12899,American Decorative Arts,Painting,George Washington,,,,,,,,,,,,,,,1775,1775,1775,Oil on glass,16 1/4 x 12 3/8 in. (41.3 x 31.4 cm),"Bequest of Charles Allen Munn, 1924",Made in,,,,England,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12899,2019-02-01T10:50:49.477Z,George Washington|Portraits|Horse Riding
24.109.116,False,True,12920,American Decorative Arts,Painting,John Hancock,,,,,,,,,,,,,,,1770–1800,1770,1800,Oil on glass,Dimensions unavailable,"Bequest of Charles Allen Munn, 1924",Made in,,,,England,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/12920,2019-02-01T10:50:49.477Z,Men|Portraits
