Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
09.3,False,True,35968,Asian Art,Wall hanging (map),清  佚名  台南地區荷蘭城堡	|Forts Zeelandia and Provintia and the City of Tainan,China,,,,,Artist,,Unidentified Artist,,"Chinese, active 19th century",Unidentified Artist,,,,19th century,1800,1899,Framed wall hanging; ink and color on deerskin,"Image: 59 1/4 × 80 3/4 in. (150.5 × 205.1 cm)
Overall with decorative borders: 68 5/8 × 90 1/4 in. (174.3 × 229.2 cm)","Gift of J. Pierpont Morgan, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35968,2019-05-29T04:47:01.217Z,Human Figures|Houses|Cities|Boats|Ships
12.37.135,False,False,35969,Asian Art,Hanging scroll,,China,Qing dynasty (1644–1911),,,,Artist,,Jin Zunnian,"Chinese, active early 18th century",,Jin Zunnian,Chinese,1700      ,1800      ,dated 1732,1732,1732,Hanging scroll; ink and color on silk,67 x 38 in. (170.2 x 96.5 cm),"Rogers Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35969,,
13.100.22,False,True,35970,Asian Art,Hanging scroll,明   丁雲鵬   潯陽送客圖   軸|Song of the Lute,China,late Ming dynasty (1368–1644),,,,Artist,,Ding Yunpeng,"Chinese, 1547–ca. 1628",,Ding Yunpeng,Chinese,1547      ,1628      ,1585,1585,1585,Hanging scroll; ink and color on paper,Image: 55 5/8 x 18 1/8 in. (141.3 x 46 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35970,2019-08-13T14:03:09.47Z,Mountains|Trees|Boats
13.100.25,False,True,35971,Asian Art,Hanging scroll,,China,Qing dynasty (1644–1911),,,,Artist|Artist,After,Wang Hui|Unidentified Artist,"Chinese, 1632–1717",,Wang Hui|Unidentified Artist,Chinese,1632      ,1717      ,"18th century or later, spurious date of 1680",1700,1911,Hanging scroll; ink on silk,14 1/2 x 11 1/8 in. (36.8 x 28.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35971,2019-02-01T10:50:49.477Z,Houses|Landscapes|Trees
13.100.40,False,True,35972,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist|Artist,After,Wang Hui|Unidentified Artist,"Chinese, 1632–1717",,Wang Hui|Unidentified Artist,Chinese,1632      ,1717      ,"18th century or later, spurious date of 1706",1700,1911,Folding fan mounted as an album leaf; ink and color on paper,6 3/4 x 20 in. (17.1 x 50.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35972,2019-02-01T10:50:49.477Z,Houses|Landscapes|Trees
13.100.42,False,True,35973,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist|Artist,After,Wang Jian|Unidentified Artist,"Chinese, 1609–1677/88",,Wang Jian|Unidentified Artist,Chinese,1609      ,1677      ,"18th century or later, spurious date of 1676",1700,1911,Folding fan mounted as an album leaf; ink and color on paper,6 3/8 x 20 1/2 in. (16.2 x 52.1 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35973,2019-02-21T04:45:01.59Z,Houses|Fans|Mountains|Landscapes|Trees
13.100.43,False,True,35974,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist|Artist,After,Wang Shimin|Unidentified Artist,"Chinese, 1592–1680",,WANG SHIMIN|Unidentified Artist,Chinese,1592      ,1680      ,"18th century or later, spurious date of 1648",1700,1911,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 20 1/2 in. (16.5 x 52.1 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35974,2019-02-01T10:50:49.477Z,Mountains|Landscapes|Trees
13.100.45,False,True,35975,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist|Artist,After,Wang Hui|Unidentified Artist,"Chinese, 1632–1717",,Wang Hui|Unidentified Artist,Chinese,1632      ,1717      ,"18th century or later, spurious date of 1707",1707,1911,Folding fan mounted as an album leaf; ink and color on paper,6 1/2 x 19 1/4 in. (16.5 x 48.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35975,2019-02-01T10:50:49.477Z,Landscapes
13.100.47,False,True,35977,Asian Art,Folding fan mounted as an album leaf,明/清   陸克正   倣北苑山水   扇|Landscape in the manner of Dong Yuan,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,Artist,,Lu Kezheng,"Chinese, active 17th century",,Lu Kezheng,Chinese,1600      ,1644      ,1591/1651,1591,1651,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 20 in. (16.5 x 50.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35977,2019-08-05T11:55:36.47Z,Landscapes
13.100.49,False,True,35979,Asian Art,Folding fan mounted as an album leaf,,China,Ming dynasty (1368–1644) or later,,,,Artist|Artist,After,Wen Zhengming|Unidentified Artist,"Chinese, 1470–1559",,Wen Zhengming|Unidentified Artist,Chinese,1470      ,1559      ,,1368,1644,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,7 1/8 x 20 1/2 in. (18.1 x 52.1 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35979,2019-02-01T10:50:49.477Z,Fans|Mountains|Landscapes|Trees
13.100.57,False,True,35981,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist,,Shen Hao,"Chinese, active late 17th century",,Shen Hao,Chinese,1671      ,1699      ,,1667,1699,Folding fan mounted as an album leaf; ink on gold paper,6 5/8 x 20 1/4 in. (16.8 x 51.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35981,2019-02-01T10:50:49.477Z,Landscapes
13.100.61,False,True,35984,Asian Art,Folding fan mounted as an album leaf,,China,Ming dynasty (1368–1644),,,,Artist|Artist,After,Song Maojin|Unidentified Artist,"Chinese, active late 16th century–early 17th century",,Song Maojin|Unidentified Artist,Chinese,1571      ,1635      ,,1368,1644,Folding fan mounted as an album leaf; ink and color on gold paper,6 1/4 x 18 1/4 in. (15.9 x 46.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35984,2019-02-01T10:50:49.477Z,Landscapes|Trees
13.100.65,False,True,35986,Asian Art,Folding fan mounted as an album leaf,明  （傳）程嘉燧    金箋水墨公鷄圖扇頁|A Rooster near Trees,China,Ming (1368–1644)–Qing (1644–1911) dynasty,,,,Artist,Attributed to,Cheng Jiasui,"Chinese, 1565–1644",,Cheng Jiasui,Chinese,1565      ,1644      ,,1368,1911,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 20 3/8 in. (16.5 x 51.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35986,2019-02-01T10:50:49.477Z,Fans|Roosters|Trees
13.100.70,False,True,35988,Asian Art,Folding fan mounted as an album leaf,明   李流芳   疏林小景   扇|Landscape,China,Ming dynasty (1368–1644),,,,Artist,,Li Liufang,"Chinese, 1575–1629",,Li Liufang,Chinese,1575      ,1629      ,1613,1613,1613,Folding fan mounted as an album leaf; ink on gold paper,7 7/32 x 21 7/8 in. (18.4 x 55.6 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35988,2019-08-05T11:55:36.47Z,Trees
13.100.75,False,True,35989,Asian Art,Folding fan mounted as an album leaf,明   陳季淳   山水人物圖   扇|Landscape with figure,China,Ming dynasty (1368–1644),,,,Artist,,Chen Jichun,"Chinese, active mid-17th century",,Chen Jichun,Chinese,1633      ,1667      ,1635,1635,1635,Folding fan mounted as an album leaf; ink and color on gold paper,7 3/8 × 21 3/4 in. (18.7 × 55.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35989,2019-08-05T11:55:36.47Z,Houses|Landscapes|Trees
13.100.77,False,True,35990,Asian Art,Folding fan mounted as an album leaf,明   吳彬   翠壁丹楓   扇|Green Cliff with Red Maples,China,Ming dynasty (1368–1644),,,,Artist,,Wu Bin,active ca. 1583–1626,,Wu Bin,Chinese,1583      ,1626      ,1603,1603,1603,Folding fan mounted as an album leaf; ink and color on paper,6 3/8 × 18 3/4 in. (16.2 × 47.6 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35990,2019-08-05T11:55:36.47Z,Landscapes
13.100.79,False,True,35992,Asian Art,Folding fan mounted as an album leaf,明/清   潘雲馭   秋江落照   扇|Setting Sun on the Autumn River,China,Ming dynasty (1368–1644),,,,Artist,,Pan Yunyu,"Chinese, active ca. 15th–16th century",,Pan Yunyu,Chinese,1400      ,1599      ,1604 or 1664,1604,1604,Folding fan mounted as an album leaf; ink and color on gold paper,6 1/4 x 19 in. (15.9 x 48.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35992,2019-02-01T10:50:49.477Z,Rivers|Trees|Boats
13.100.83,False,True,35994,Asian Art,Folding fan mounted as an album leaf,,China,Ming dynasty (1368–1644),,,,Artist,,Qi Zhijia,"Chinese, ca. 1595–ca. 1670",,Qi Zhijia,Chinese,1585      ,1680      ,dated Spring 1643,1643,1643,Folding fan mounted as an album leaf; ink on paper,6 1/2 x 19 1/2 in. (16.5 x 49.5 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35994,2019-02-01T10:50:49.477Z,Landscapes
13.100.85,False,True,35996,Asian Art,Folding fan mounted as an album leaf,,China,Ming dynasty (1368–1644),,,,Artist,,Zhang Chong,"Chinese, active ca. 1570–1610",,Zhang Chong,Chinese,1570      ,1610      ,,1570,1610,Folding fan mounted as an album leaf; ink on gold paper,6 1/2 x 19 1/4 in. (16.5 x 48.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35996,2019-02-01T10:50:49.477Z,Birds|Flowers|Leaves
13.100.87,False,True,35998,Asian Art,Folding fan mounted as an album leaf,,China,Ming dynasty (1368–1644),,,,Artist,,Shao Mi,active ca 1620–1660,,Shao Mi,Chinese,1620      ,1660      ,dated 1640,1640,1640,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,6 1/2 x 18 23/32 in. (16.5 x 47.6 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/35998,2019-02-01T10:50:49.477Z,Landscapes
13.100.89,False,True,36000,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist,,Zhuang Jiongsheng,"Chinese, born 1626",,Zhuang Jiongsheng,Chinese,1626      ,1726      ,,1644,1676,Folding fan mounted as an album leaf; ink on gold paper,6 3/8 x 19 3/4 in. (16.2 x 50.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36000,2019-02-01T10:50:49.477Z,Fans|Rivers|Landscapes
13.100.91,False,True,36001,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist,,Wen Zhi,"Chinese, active mid-17th century",,Wen Zhi,Chinese,1634      ,1699      ,dated 1670,1670,1670,Folding fan mounted as an album leaf; ink and color on gold paper,6 1/2 x 19 3/4 in. (16.5 x 50.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36001,2019-06-15T03:00:44.137Z,Flowers
13.100.93,False,True,36002,Asian Art,Folding fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,Artist,,Wu Shantao,1609–1690,,Wu Shantao,Chinese,1609      ,1690      ,,1644,1690,Folding fan mounted as an album leaf; ink on gold paper,6 1/4 x 18 5/8 in. (15.9 x 47.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36002,2019-02-01T10:50:49.477Z,Lakes|Mountains|Trees|Boats
13.100.101,False,True,36004,Asian Art,Fan mounted as an album leaf,元末明初 佚名牧羊圖團扇頁 絹本設色|Sheep and herd boy,China,late Yuan (1271–1368)–early Ming (1368–1644) dynasty,,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,14th century,1300,1399,Fan mounted as an album leaf; ink and color on silk,9 1/2 x 9 3/4 in. (24.1 x 24.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36004,2019-04-02T03:00:47.7Z,Sheep|Trees
13.100.102,False,True,36005,Asian Art,Album leaf,"南宋  夏珪  山市晴嵐圖  冊頁|Mountain Market, Clearing Mist",China,Southern Song dynasty (1127–1279),,,,Artist,,Xia Gui,"Chinese, active ca. 1195–1230",,Xia Gui,Chinese,1195      ,1230      ,early 13th century,1200,1230,"Album leaf; ink on silk  
",9 3/4 x 8 3/8 in. (24.8 x 21.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36005,2019-08-27T04:39:49.007Z,Mountains|Trees
13.100.112,False,True,36006,Asian Art,Fan mounted as an album leaf,,China,Southern Song dynasty (1127–1279),,,,,,,,,,,,,13th century,1200,1279,Fan mounted as an album leaf; ink and color on silk,9 3/8 x 9 3/5 in. (23.8 x 24.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36006,2019-02-01T10:50:49.477Z,Narcissus
13.100.117,False,True,36007,Asian Art,Fan mounted as an album leaf,南宋  佚名  雪景待渡圖  團扇|Waiting for the Ferry,China,Song dynasty (960–1279),,,,Artist,,Unidentified Artist,,Chinese,Unidentified Artist,,,,early 13th century,1200,1233,Fan mounted as an album leaf; ink on silk,9 7/8 x 10 1/8 in. (25.1 x 25.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36007,2019-02-01T10:50:49.477Z,Mountains|Trees|Snow
13.100.123,False,True,36008,Asian Art,Fan mounted as an album leaf,明   佚名   觀音羅漢圖   扇|Guanyin and the sixteen luohans,China,Ming dynasty (1368–1644),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,16th–17th century,1500,1644,"Round fan mounted as an album leaf; ink, color, and gold on silk",Sheet: H. 12 in. (30.5 cm); W. 12 1/4 in. (31.1 cm); Diam. 8 3/8 in. (21.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36008,2019-04-02T03:00:47.7Z,Bodhisattvas|Bridges|Men|Women|Buddhism
13.100.124,False,True,36009,Asian Art,Fan mounted as an album leaf,,China,Yuan dynasty (1271–1368) (?),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,late 12th century,1167,1199,Fan mounted as an album leaf; ink on silk,9 3/5 x 9 3/8 in. (24.4 x 23.8 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36009,2019-02-01T10:50:49.477Z,Animals
13.200,False,True,36010,Asian Art,Hanging scroll,明  佚名  遊行天王圖  軸|Journey of the Tianwang (Devaradja),China,Ming dynasty (1368–1644),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,16th–17th century,1500,1699,Hanging scroll; ink and color on silk,"Image: 47 3/4 × 20 3/4 in. (121.3 × 52.7 cm)
Overall with mounting: 9 ft. 5 1/2 in. × 28 1/8 in. (288.3 × 71.4 cm)
Overall with knobs: 9 ft. 5 1/2 in. × 32 1/2 in. (288.3 × 82.6 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36010,2019-02-01T10:50:49.477Z,Men|Carriages
13.220.1,False,True,36011,Asian Art,Handscroll,明   佚名   舊傳夏珪   長江萬里圖 卷 (前半卷) |First half of Ten Thousand Li of the Yangzi River,China,Ming dynasty (1368–1644),,,,Artist|Artist,Formerly Attributed to,Xia Gui|Unidentified Artist,"Chinese, active ca. 1195–1230",,Xia Gui|Unidentified Artist,Chinese,1195      ,1230      ,late 15th century,1467,1499,Handscroll; ink and color on silk,Image: 23 3/8 in. × 17 ft. 1 3/8 in. (59.4 × 521.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36011,2019-06-13T04:45:51.747Z,Rivers|Mountains|Landscapes|Trees
13.220.8,False,True,36012,Asian Art,Hanging scroll,,China,Ming dynasty (1368–1644),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,late 15th–early 16th century,1467,1533,Hanging scroll; ink and color on silk,Image: 88 1/4 x 48 in. (224.2 x 121.9 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36012,2019-02-01T10:50:49.477Z,Landscapes|Autumn
13.220.15,False,True,36013,Asian Art,Hanging scroll,明  傳仇英  文玉圖  軸|Lady in a Bamboo Grove,China,Ming dynasty (1368–1644),,,,Artist,Attributed to,Qiu Ying,"Chinese, ca. 1495–1552",,Qiu Ying,Chinese,1485      ,1562      ,,1495,1552,Hanging scroll; ink and color on silk,"Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36013,2019-03-26T04:44:35.963Z,Women|Bamboo
13.220.30,False,True,36014,Asian Art,Hanging scroll,清 山水圖  軸|Landscape,China,Qing dynasty (1644–1911),,,,Artist,Attributed to,Zhao Zuo,"Chinese, ca. 1570–after 1630",,Zhao Zuo,Chinese,1560      ,1630      ,,1630,1644,Hanging scroll; ink on silk,58 1/4 x 26 1/8 in. (148.0 x 66.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36014,2019-02-01T10:50:49.477Z,Landscapes
13.220.31,False,True,36015,Asian Art,Hanging scroll,清   陳書   白鸚鵡圖   軸|Cockatoo,China,Qing dynasty (1644–1911),,,,Artist,,Chen Shu,"Chinese, 1660–1736",,Chen Shu,Chinese,1660      ,1736      ,dated 1721,1721,1721,Hanging scroll; ink and color on paper,37 1/16 x 17 3/16 in. (94.1 x 43.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36015,2019-02-01T10:50:49.477Z,Birds|Flowers|Leaves
13.220.35,False,True,36016,Asian Art,Hanging scroll,,China,Qing dynasty (1644–1911),,,,Artist,Attributed to,Yun Shouping,"Chinese, 1633–1690",,YUN SHOUPING,Chinese,1633      ,1690      ,,1644,1690,Hanging scroll; ink on paper,38 7/8  x 13 1/8 in. (98.7 x 33.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36016,2019-02-01T10:50:49.477Z,Landscapes
13.220.36,False,True,36017,Asian Art,Hanging scroll,清  湯貽汾  山水  軸|Landscape,China,Qing dynasty (1644–1911),,,,Artist,,Tang Yifen,"Chinese, 1778–1853",,Tang Yifen,Chinese,1778      ,1853      ,dated 1845,1845,1845,Hanging scroll; ink on paper,"Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36017,2019-02-01T10:50:49.477Z,Mountains|Landscapes|Trees
"13.220.37a, b",False,True,36018,Asian Art,Handscroll,,China,Qing dynasty (1644–1911),,,,Artist,In the Style of,Shitao (Zhu Ruoji),"Chinese, 1642–1707",,Shitao (Zhu Ruoji),Chinese,1642      ,1707      ,19th–early 20th century,1800,1913,Handscroll; ink on paper,19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36018,2019-04-02T03:00:47.7Z,Men|Buddhism
13.220.98,False,True,36019,Asian Art,Handscroll,,China,Ming (1368–1644)–Qing (1644–1911) dynasty,,,,Artist,In the Style of,Wen Boren,"Chinese, 1502–ca.1575",,Wen Boren,Chinese,1502      ,1575      ,dated 1558,1558,1558,Handscroll; ink and color on paper,"Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36019,2019-02-01T10:50:49.477Z,Mountains|Landscapes|Trees
13.220.99b,False,True,36020,Asian Art,Album leaf,,China,Ming (1368–1644)–Qing (1644–1911) dynasty,,,,Artist|Artist,In the Style of,Ma Lin|Unidentified Artist,"Chinese, ca. 1180– after 1256",,MA LIN|Unidentified Artist,Chinese,1180      ,1256      ,,1368,1911,Album leaf; ink and color on silk,10 3/4 x 10 3/4 in. (27.3 x 27.3 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36020,2019-02-01T10:50:49.477Z,Birds|Pomegranates|Trees
13.220.104,False,True,36021,Asian Art,Hanging scroll,,China,Ming dynasty (1368–1644),,,,Artist,Formerly attributed to,Guanxiu,"Chinese, active ca. 940",,Guanxiu,Chinese,0930      ,0950      ,15th century?,1400,1499,Hanging scroll; ink and color on silk,"Image: 46 3/8 × 18 1/2 in. (117.8 × 47 cm)
Overall with mounting: 83 × 24 1/2 in. (210.8 × 62.2 cm)
Overall with knobs: 83 × 28 1/4 in. (210.8 × 71.8 cm)","John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/36021,2019-02-01T10:50:49.477Z,Men|Buddhism
