Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Tags
01.7.2,False,True,10070,American Decorative Arts,Painting,The Spanish Girl in Reverie,American,,,,,Artist,,Washington Allston,"American, Georgetown, South Carolina 1779–1843 Cambridgeport, Massachusetts",,"Allston, Washington",American,1779,1843,1831,1831,1831,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Gift of Lyman G. Bloomingdale, 1901",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10070,2019-02-01T10:50:49.477Z,Portraits|Women
56.53,False,True,10072,American Decorative Arts,Painting,A Study from Life [and] Study for Angel Releasing Saint Peter from Prison,American,,,,,Artist,,Washington Allston,"American, Georgetown, South Carolina 1779–1843 Cambridgeport, Massachusetts",,"Allston, Washington",American,1779,1843,ca. 1815,1812,1815,Oil on paperboard,36 1/4 x 26 3/4 in. (92.1 x 67.9 cm),"Gift of the Allston Trust, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10072,2019-02-01T10:50:49.477Z,Profiles|Women
95.12,False,True,10074,American Decorative Arts,"Painting, miniature",Maurice Levy,American,,,,,Artist,Attributed to,Ezra Ames,"American, Framingham, Massachusetts 1768–1836 Albany, New York",,"Ames, Ezra",American,1768,1836,ca. 1820,1815,1825,Watercolor on ivory,2 15/16 x 2 3/8 in. (7.5 x 6 cm),"Gift of Miss Ella Levy, 1895",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10074,2019-02-01T10:50:49.477Z,Men|Portraits
40.94,False,True,10075,American Decorative Arts,Painting,Philip Van Cortlandt,American,,,,,Artist,,Ezra Ames,"American, Framingham, Massachusetts 1768–1836 Albany, New York",,"Ames, Ezra",American,1768,1836,ca. 1810,1807,1810,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),"Gift of Christian A. Zabriskie, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10075,2019-02-01T10:50:49.477Z,Men|Portraits
10.106,False,True,10076,American Decorative Arts,Painting,James Topham Brady,American,,,,,Artist,,Joseph Alexander Ames,1816–1872,,"Ames, Joseph Alexander",American,1816,1872,1869,1869,1869,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Gift of Francis Lynde Stetson, 1910",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10076,2019-02-01T10:50:49.477Z,Men|Portraits
1987.404,False,True,10077,American Decorative Arts,Painting,The Children of Nathan Starr,American,,,,,Artist,,Ambrose Andrews,"American, Stockbridge, Massachusetts 1801–1877 Palmyra, New York",,"Andrews, Ambrose",American,1801,1877,1835,1835,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),"Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896–1981), 1987",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10077,2019-02-15T04:44:03.667Z,Boys|Girls|Women|Playing|Family
40.4,False,True,10080,American Decorative Arts,Painting,The Way They Live,American,,,,,Artist,,Thomas Anshutz,"American, Newport, Kentucky 1851–1912 Fort Washington, Pennsylvania",,"Anshutz, Thomas",American,1851,1912,1879,1879,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),"Morris K. Jesup Fund, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10080,2019-02-01T10:50:49.477Z,Houses|Boys|Girls|Women|Working
63.200.5,False,True,10081,American Decorative Arts,Painting,Hudson's Bay Lemming,American,,,,,Artist,,John Woodhouse Audubon,1812–1862,,"Audubon, John Woodhouse",,1812,1862,1846,1846,1846,Oil on canvas,14 x 22 in. (35.6 x 55.9 cm),"Gift of Mrs. Darwin S. Morse, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10081,2019-02-01T10:50:49.477Z,Animals|Plants
83.2.468,False,True,10082,American Decorative Arts,Painting,Benjamin Franklin,American,,,,,Artist|Artist,After,William P. Babcock|Louis de Carmontelle,"1826–1899|French, Paris 1717–1806 Paris",,"Babcock, William P.|Carmontelle, Louis de",French,1826      |1717,1899      |1806,ca. 1876,1873,1876,Oil on wood,12 1/8 x 8 in. (30.6 x 20.3 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10082,2019-02-01T10:50:49.477Z,Benjamin Franklin|Profiles
83.2.237,False,True,10083,American Decorative Arts,Painting,Portrait of Benjamin Franklin,American,,,,,Artist,,William P. Babcock,1826–1899,,"Babcock, William P.",,1826,1899,ca. 1870–80 (?),1867,1880,Oil on wood,5 1/4 x 4 1/8 in. (13.3 x 10.5 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10083,2019-02-01T10:50:49.477Z,Benjamin Franklin|Portraits
83.2.337,False,True,10084,American Decorative Arts,Painting,Portrait of the Marquis de Lafayette,American,,,,,Artist|Artist|Artist,After|After,William P. Babcock|Jules Guerin|Louis Philibert Debucourt,"1826–1899|American, St. Louis, Missouri 1866–1946 Neptune City, New Jersey|French, Paris 1755–1832 Paris",,"Babcock, William P.|Guerin, Jules|Debucourt, Louis Philibert",American|French,1826      |1866      |1755,1899      |1946      |1832,1850–80,1850,1880,Oil on wood,5 x 5 3/4 in. (12.7 x 14.6 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10084,2019-02-01T10:50:49.477Z,Men|Profiles
29.85,False,True,10085,American Decorative Arts,Painting,James Badger,American,,,,,Artist,,Joseph Badger,1708–1765,,"Badger, Joseph",American,1708,1765,1760,1760,1760,Oil on canvas,42 1/2 x 33 1/8 in. (108 x 84.1 cm),"Rogers Fund, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10085,2019-02-01T10:50:49.477Z,Birds|Cherries|Boys|Portraits
1977.258.2,False,False,10087,American Decorative Arts,Painting,New York Harbor with Brooklyn Bridge,American,,,,,Artist,,G. Baker,active ca. 1870–1900,,"Baker, G.",,1835,1935,after 1869,1870,1879,Oil on canvas,26 x 44 in. (66 x 111.8 cm),"Gift of Mary Knight Arnold, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10087,2019-07-31T03:00:40.447Z,Ships
12.83,False,True,10088,American Decorative Arts,"Painting, miniature",Elizabeth Humphrey,American,,,,,Artist,,Martha Susan Baker,1871–1911,,"Baker, Martha Susan",,1871,1911,1899,1899,1899,Watercolor on ivory,Sight: 3 1/4 x 2 3/8 in. (8.3 x 6 cm),"Gift of Mrs. Charles E. Baker, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10088,2019-02-01T10:50:49.477Z,Portraits|Women
81.13,False,True,10092,American Decorative Arts,Painting,John F. Kensett,American,,,,,Artist,,George Augustus Baker Jr.,1821–1880,,"Baker, George Augustus Jr.",,1821,1880,1875,1875,1875,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),"Gift of an Association of Gentlemen, 1881",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10092,2019-02-01T10:50:49.477Z,Men|Portraits
40.144,False,True,10093,American Decorative Arts,Painting,Mrs. William Loring Andrews,American,,,,,Artist,,George Augustus Baker Jr.,1821–1880,,"Baker, George Augustus Jr.",,1821,1880,1861–63,1861,1863,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Gift of Jane Elizabeth Decker, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10093,2019-02-01T10:50:49.477Z,Portraits|Women
1980.360.12,False,True,10116,American Decorative Arts,Painting,American Eagle on Red Scroll,American,,,,,Artist,,W. H. Bean,ca. 1830–ca. 1900,,"Bean, W. H.",,1830,1900,1860–1900,1860,1900,"Oil on canvas, mounted on masonite","19 3/4 × 23 3/4 in. (50.2 × 60.3 cm)
Framed: 26 1/4 × 22 5/16 × 1 9/16 in. (66.7 × 56.7 × 4 cm)","Bequest of Edgar William and Bernice Chrysler Garbisch, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10116,2019-07-26T04:40:14.357Z,Eagles
15.82,False,False,10126,American Decorative Arts,Painting,Ernesta,American,,,,,Artist,,Cecilia Beaux,"American, Philadelphia, Pennsylvania 1855–1942 Gloucester, Massachusetts",,"Beaux, Cecilia",American,1855,1942,1914,1914,1914,Oil on canvas,71 3/4 x 43 3/8 in. (182.2 x 110.2 cm),"Arthur Hoppock Hearn Fund, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10126,2019-03-27T04:50:20.54Z,Portraits|Women
65.49,True,False,10127,American Decorative Arts,Painting,Ernesta (Child with Nurse),American,,,,,Artist,,Cecilia Beaux,"American, Philadelphia, Pennsylvania 1855–1942 Gloucester, Massachusetts",,"Beaux, Cecilia",American,1855,1942,1894,1894,1894,Oil on canvas,50 1/2 x 38 1/8 in. (128.3 x 96.8 cm),"Maria DeWitt Jesup Fund, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10127,2019-07-31T03:00:40.447Z,Girls|Portraits
65.252,False,False,10128,American Decorative Arts,Painting,Mr. and Mrs. Anson Phelps Stokes,American,,,,,Artist,,Cecilia Beaux,"American, Philadelphia, Pennsylvania 1855–1942 Gloucester, Massachusetts",,"Beaux, Cecilia",American,1855,1942,1898 (?),1898,1898,Oil on canvas,72 1/16 x 39 7/8 in. (183 x 101.3 cm),"Gift of the family of the Rev. and Mrs. Anson Phelps Stokes, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10128,2019-02-01T10:50:49.477Z,Couples|Men|Women
14.57.2,False,False,10129,American Decorative Arts,"Painting, miniature",Mrs. Beckington,American,,,,,Artist,,Alice Beckington,1868–1942,,"Beckington, Alice",,1868,1942,1913,1913,1913,Watercolor on ivory,6 x 4 1/2 in. (15.2 x 11.4 cm),"Rogers Fund, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10129,2019-02-01T10:50:49.477Z,Profiles|Women
43.63,False,False,10130,American Decorative Arts,"Painting, miniature",Miss T.,American,,,,,Artist,,Alice Beckington,1868–1942,,"Beckington, Alice",,1868,1942,1898,1898,1898,Watercolor on ivory,Sight: 3 1/4 x 2 5/8 in. (8.3 x 6.7 cm),"Gift of Miss Josephine Lewis, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10130,2019-02-01T10:50:49.477Z,Portraits|Women
67.55.164,False,True,10131,American Decorative Arts,Painting,Lake of Orta,American,,,,,Artist,,J. Carroll Beckwith,"American, Hannibal, Missouri 1852–1917 New York",,"Beckwith, J. Carroll",American,1852,1917,1910 or 1911,1910,1911,Oil on wood,13 3/4 x 10 1/2 in. (34.9 x 26.7 cm),"Bequest of Susan Dwight Bliss, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10131,2019-02-01T10:50:49.477Z,Houses|Lakes|Mountains|Trees
29.174.1,False,False,10134,American Decorative Arts,"Painting, miniature",Laura Newell Veissi,American,,,,,Artist,,Clara Louise Bell,1886–1978,,"Bell, Clara Louise",,1886,1978,1925,1922,1925,Watercolor on ivory,Sight: 3 x 2 5/8 in. (7.6 x 6.7 cm),"Gift of American Society of Miniature Painters, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10134,2019-02-01T10:50:49.477Z,Portraits|Women
26.286,False,True,10135,American Decorative Arts,"Painting, miniature",Elizabeth Ann Timothy,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia 1743–1812 Philadelphia",,"Benbridge, Henry",American,1743,1812,ca. 1775–85,1772,1785,Watercolor and gouache on ivory,1 1/2 x 1 1/8 in. (3.7 x 3 cm),"Rogers Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10135,2019-02-01T10:50:49.477Z,Portraits
29.58,False,True,10136,American Decorative Arts,Painting,Mrs. Benjamin Simons,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia 1743–1812 Philadelphia",,"Benbridge, Henry",American,1743,1812,ca. 1771–76,1768,1776,Oil on canvas,29 7/8 x 25 in. (75.5 x 63.5 cm),"Fletcher Fund, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10136,2019-02-01T10:50:49.477Z,Portraits|Women
28.209.3,False,True,10137,American Decorative Arts,"Painting, miniature",Mrs. Clark,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia 1743–1812 Philadelphia",,"Benbridge, Henry",,1743,1812,ca. 1770–73,1767,1773,Watercolor on ivory,Sight: 1 5/8 x 1 5/16 in. (4.1 x 3.3 cm),"The Alfred N. Punnett Endowment Fund, 1928",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10137,2019-06-12T04:48:24.773Z,Portraits|Women
69.202,False,True,10138,American Decorative Arts,Painting,Portrait of a Gentleman,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia 1743–1812 Philadelphia",,"Benbridge, Henry",American,1743,1812,ca. 1770–72,1767,1772,Oil on canvas,49 1/4 x 39 1/2 in. (125.1 x 100.3 cm),"Morris K. Jesup Fund, Maria DeWitt Jesup Fund, and Louis V. Bell Fund, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10138,2019-02-01T10:50:49.477Z,Men|Portraits
68.222.21,False,True,10139,American Decorative Arts,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia 1743–1812 Philadelphia",,"Benbridge, Henry",American,1743,1812,ca. 1780,1777,1780,Watercolor on ivory,1 1/2 x 1 in. (3.9 x 2.5 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10139,2019-02-01T10:50:49.477Z,Men|Portraits
67.187.210,False,False,10142,American Decorative Arts,Painting,Children in Woods,American,,,,,Artist,,Frank W. Benson,"American, Salem, Massachusetts 1862–1951 Salem, Massachusetts",,"Benson, Frank W.",American,1862,1951,1905,1905,1905,Oil on canvas,32 x 30 in. (81.3 x 76.2 cm),"Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10142,2019-02-01T10:50:49.477Z,Girls|Trees
6.1221,False,False,10147,American Decorative Arts,Painting,Portrait of a Lady,American,,,,,Artist,,Frank W. Benson,"American, Salem, Massachusetts 1862–1951 Salem, Massachusetts",,"Benson, Frank W.",American,1862,1951,1901,1901,1901,Oil on canvas,40 1/8 x 32 3/8 in. (101.9 x 82.2 cm),"George A. Hearn Fund, 1906",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10147,2019-02-01T10:50:49.477Z,Portraits|Women
27.61,False,False,10148,American Decorative Arts,Painting,Two Boys,American,,,,,Artist,,Frank W. Benson,"American, Salem, Massachusetts 1862–1951 Salem, Massachusetts",,"Benson, Frank W.",American,1862,1951,1926,1926,1926,Oil on canvas,32 3/16 x 40 1/8 in. (81.8 x 101.9 cm),"George A. Hearn Fund, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10148,2019-05-14T03:00:46.757Z,Summer|Boys|Dogs|Sky
1982.119.1,False,True,10149,American Decorative Arts,Painting,Canadian Rockies (Lake Louise),American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,ca. 1889,1886,1889,Oil on paper mounted to board,"14 3/4 x 21in. (37.5 x 53.3cm)
Framed: 25 13/16 x 34 9/16 x 3 9/16 in. (65.5 x 87.8 x 9 cm)","Bequest of Ruth Alms Barnard, 1981",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10149,2019-02-01T10:50:49.477Z,Lakes|Mountains|Trees|Snow
09.214.1,False,True,10150,American Decorative Arts,Painting,"Merced River, Yosemite Valley",American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,1866,1866,1866,Oil on canvas,36 x 50 in. (91.4 x 127 cm),"Gift of the sons of William Paton, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10150,2019-02-01T10:50:49.477Z,Animals|Rivers|Mountains|Trees
1979.490.2,False,True,10151,American Decorative Arts,Painting,Mountain Scene,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,1880–90,1880,1890,Oil on paper,14 3/4 x 21 in. (37.5 x 53.3 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10151,2019-07-31T03:00:40.447Z,Landscapes|Mountains
1979.490.3,False,True,10152,American Decorative Arts,Painting,"Nevada Falls, Yosemite",American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,1872 or 1873,1872,1873,Oil on canvas,"39 × 30 in. (99.1 × 76.2 cm)
Framed: 48 1/16 x 39 x 5 1/16 in. (122 x 99.1 x 12.8 cm)","Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10152,2019-02-01T10:50:49.477Z,Men|Women|Waterfalls|Landscapes|Trees
7.123,True,True,10154,American Decorative Arts,Painting,"The Rocky Mountains, Lander's Peak",American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,1863,1863,1863,Oil on canvas,73 1/2 x 120 3/4 in. (186.7 x 306.7 cm),"Rogers Fund, 1907",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10154,2019-02-01T10:50:49.477Z,Tents|Horses|Mountains|Landscapes
1979.490.4,False,True,10155,American Decorative Arts,Painting,Sea Cove,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,ca. 1880–90,1877,1890,Oil on wood,14 x 19 in. (35.6 x 48.3 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10155,2019-02-01T10:50:49.477Z,Trees|Seascapes
1976.337,False,True,10156,American Decorative Arts,Painting,Study of a Tree,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,ca. 1864,1861,1864,Oil on paper mounted on board,9 1/4 x 7 7/8 in. (23.5 x 20 cm),"Gift of Mr. and Mrs. Maurice Glickman, 1976",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10156,2019-02-01T10:50:49.477Z,Trees
